Gene	mat_SRR364453	pat_SRR364453	pat_SRR364454	mat_SRR364454	mat_SRR415002	pat_SRR415002	pat_SRR415003	mat_SRR415003
GRMZM2G095868	6	6	7	5	6	6	7	5
GRMZM2G095873	1	0	7	4	1	0	7	4
GRMZM2G095892	1058	345	686	829	1011	333	662	802
GRMZM2G095898	56	15	25	34	50	13	25	31
GRMZM2G095905	216	100	209	343	204	95	204	328
GRMZM2G095921	583	242	356	526	556	233	337	508
GRMZM2G095924	15	14	9	11	15	13	8	10
GRMZM2G095931	12	96	11	131	12	90	10	125
GRMZM2G095968	182	6	78	12	174	6	77	11
GRMZM2G095969	169	355	87	514	158	339	87	491
GRMZM2G096008	1	0	0	0	1	0	0	0
GRMZM2G096010	580	267	302	481	554	252	294	461
GRMZM2G096016	70	1	21	2	68	1	21	1
GRMZM2G096020	124	185	75	353	116	176	73	339
GRMZM2G096090	1	0	0	0	1	0	0	0
GRMZM2G096092	15	14	7	32	15	12	7	28
GRMZM2G096106	31	30	25	49	30	29	24	45
GRMZM2G096107	321	217	252	403	314	208	244	381
GRMZM2G096115	1	8	2	10	1	8	2	10
GRMZM2G096123	4744	2701	2289	5304	4575	2592	2212	5100
GRMZM2G096153	124	237	95	61	121	227	88	60
GRMZM2G096165	492	371	276	759	458	346	257	714
GRMZM2G096169	175	113	58	204	168	104	53	195
GRMZM2G096211	272	246	165	431	261	232	158	414
GRMZM2G096228	5	0	0	2	4	0	0	2
GRMZM2G096231	83	33	37	45	78	33	36	44
GRMZM2G096234	0	1	0	2	0	1	0	2
GRMZM2G096240	746	325	475	614	703	313	457	585
GRMZM2G096241	10	0	5	0	10	0	5	0
GRMZM2G096252	0	1	0	0	0	1	0	0
GRMZM2G096261	851	504	404	990	812	474	383	946
GRMZM2G096343	1	87	1	98	1	79	0	96
GRMZM2G096348	14	3	10	10	14	3	10	10
GRMZM2G096352	324	79	184	204	309	74	174	199
GRMZM2G096355	755	65	372	134	716	61	355	124
GRMZM2G096358	2	0	0	0	2	0	0	0
GRMZM2G096363	31	13	12	33	31	12	11	32
GRMZM2G096367	2	0	1	0	1	0	1	0
GRMZM2G096370	85	68	61	156	83	64	60	150
GRMZM2G096372	1	0	1	1	1	0	1	1
GRMZM2G096391	122	49	67	96	115	48	64	92
GRMZM2G096403	135	17	120	48	132	15	117	45
GRMZM2G096407	47	20	31	77	47	20	30	75
GRMZM2G096424	1	1	5	4	1	1	5	4
GRMZM2G096431	12	0	8	0	11	0	8	0
GRMZM2G096458	271	147	239	429	261	141	233	420
GRMZM2G096470	552	139	298	262	517	134	283	251
GRMZM2G096475	22	2	10	10	22	2	10	9
GRMZM2G096491	658	310	279	527	627	298	268	505
GRMZM2G096546	148	130	29	227	143	128	29	220
GRMZM2G096548	1135	642	422	972	1058	612	403	925
GRMZM2G096591	69	12	53	42	63	11	51	40
GRMZM2G096596	538	391	457	918	515	377	442	880
GRMZM2G096602	31	9	22	19	28	9	22	17
GRMZM2G096604	334	121	151	214	312	114	143	206
GRMZM2G096610	36	10	25	15	32	9	24	15
GRMZM2G096622	44	38	53	74	42	36	51	71
GRMZM2G096655	67	235	237	79	63	223	224	77
GRMZM2G096665	18	2	10	11	18	2	10	10
GRMZM2G096682	299	99	158	226	291	94	148	216
GRMZM2G096690	3	3	4	27	3	3	3	25
GRMZM2G096693	1613	589	730	899	1548	564	694	851
GRMZM2G096695	1019	26	512	33	981	25	500	33
GRMZM2G096705	501	252	265	471	487	248	252	452
GRMZM2G096759	16	18	14	9	15	18	12	8
GRMZM2G096764	1327	643	632	1240	1277	607	604	1189
GRMZM2G096802	294	108	137	259	285	105	131	245
GRMZM2G096806	4175	5045	2345	10147	3987	4813	2260	9765
GRMZM2G096812	5	6	6	4	4	4	6	4
GRMZM2G096814	399	208	247	361	379	196	238	340
GRMZM2G096815	1008	491	616	1072	955	472	583	1026
GRMZM2G096831	38	9	12	10	36	9	11	10
GRMZM2G096909	16	14	6	20	15	13	6	19
GRMZM2G096920	30	9	41	44	30	9	40	42
GRMZM2G096944	45	23	40	77	41	19	36	76
GRMZM2G096946	477	254	336	551	455	243	322	525
GRMZM2G096952	0	5	1	3	0	5	1	3
GRMZM2G096958	707	239	404	361	681	231	384	345
GRMZM2G096962	1397	671	457	863	1330	632	438	839
GRMZM2G096996	1	0	0	3	0	0	0	3
GRMZM2G097021	130	93	71	204	121	89	69	188
GRMZM2G097030	7837	3986	6336	12217	7437	3785	6063	11745
GRMZM2G097032	242	78	168	226	224	72	161	212
GRMZM2G097040	912	310	471	903	871	288	441	865
GRMZM2G097043	469	250	288	567	447	240	270	541
GRMZM2G097059	43	0	0	27	40	0	0	26
GRMZM2G097078	1	0	0	2	1	0	0	2
GRMZM2G097089	90	24	57	73	88	24	55	71
GRMZM2G097106	207	109	127	183	194	106	126	179
GRMZM2G097109	143	46	51	86	138	45	49	84
GRMZM2G097116	33	18	11	33	32	16	11	30
GRMZM2G097129	100	20	37	24	96	19	35	24
GRMZM2G097135	66	17	25	32	60	14	21	30
GRMZM2G097164	1206	776	742	1769	1141	739	700	1692
GRMZM2G097170	149	73	84	113	146	72	82	110
GRMZM2G097207	46	929	801	37	43	881	766	34
GRMZM2G097249	105	185	51	307	101	178	49	293
GRMZM2G097258	35	30	25	54	33	28	20	52
GRMZM2G097275	6	5	0	8	5	5	0	7
GRMZM2G097277	7	1	2	3	6	1	2	2
GRMZM2G097282	159	55	70	114	152	53	67	111
GRMZM2G097283	34	20	20	9	32	19	20	9
GRMZM2G097313	8	58	5	63	7	54	5	61
GRMZM2G097342	32	5	7	13	31	5	7	13
GRMZM2G097349	1	0	6	0	1	0	6	0
GRMZM2G097364	312	161	209	426	295	154	205	412
GRMZM2G097395	901	479	343	730	851	456	329	695
GRMZM2G097410	3	0	3	0	3	0	3	0
GRMZM2G097421	11	9	15	24	10	9	15	23
GRMZM2G097426	105	78	63	80	99	70	60	77
GRMZM2G097434	8	3	8	23	8	3	8	21
GRMZM2G097454	0	1	0	0	0	1	0	0
GRMZM2G097457	43888	17485	22104	34281	45333	17816	22520	34773
GRMZM2G097469	1	0	0	1	1	0	0	1
GRMZM2G097499	336	270	313	530	326	260	299	508
GRMZM2G097511	20	26	10	35	20	26	10	33
GRMZM2G097524	0	2	0	1	0	2	0	1
GRMZM2G097568	154	196	81	398	145	189	77	385
GRMZM2G097573	1	0	1	0	1	0	1	0
GRMZM2G097593	352	172	169	330	339	166	163	316
GRMZM2G097605	111	91	73	121	108	88	69	114
GRMZM2G097620	59	53	45	82	58	51	43	80
GRMZM2G097641	8	10	6	10	6	10	6	10
GRMZM2G097662	400	42	157	18	376	40	148	18
GRMZM2G097674	337	209	178	230	323	204	171	218
GRMZM2G097683	9	23	0	6	8	22	0	6
GRMZM2G097691	0	5	0	1	0	5	0	1
GRMZM2G097704	2	1	4	9	2	1	4	8
GRMZM2G097706	25	4	9	8	25	4	8	8
GRMZM2G097719	1	0	1	3	1	0	1	3
GRMZM2G097726	5	1	5	6	5	0	5	5
GRMZM2G097728	351	89	185	211	335	86	175	206
GRMZM2G097736	17	0	0	2	16	0	0	2
GRMZM2G097738	187	113	82	281	176	110	81	277
GRMZM2G097747	208	152	136	373	204	148	131	361
GRMZM2G097768	813	564	424	1149	779	542	412	1099
GRMZM2G097789	0	2	0	1	0	2	0	1
GRMZM2G097805	309	169	243	386	298	162	236	367
GRMZM2G097820	124	59	80	98	119	57	78	97
GRMZM2G097821	475	172	315	399	458	167	301	385
GRMZM2G097843	77	45	50	94	75	44	49	90
GRMZM2G097848	339	237	254	499	326	227	241	476
GRMZM2G097854	84	0	25	3	80	0	20	3
GRMZM2G097878	118	46	48	86	112	45	47	84
GRMZM2G097880	2	0	0	0	2	0	0	0
GRMZM2G097884	20	1	9	9	20	1	8	9
GRMZM2G097896	391	162	193	281	374	155	187	270
GRMZM2G097900	31	37	119	321	27	37	114	311
GRMZM2G097959	347	281	178	483	330	269	173	464
GRMZM2G097972	1	10	0	18	1	9	0	17
GRMZM2G097977	782	525	397	941	745	504	388	906
GRMZM2G097987	6	6	9	9	6	6	8	9
GRMZM2G097989	11	1	3	18	11	1	3	18
GRMZM2G097995	298	191	168	408	282	180	161	391
GRMZM2G098011	430	133	210	279	410	127	204	268
GRMZM2G098015	28	7	26	19	28	7	26	17
GRMZM2G098037	295	0	0	0	280	0	0	0
GRMZM2G098042	63	34	15	46	61	33	15	45
GRMZM2G098058	13	5	22	9	13	3	19	8
GRMZM2G098078	45	9	21	15	44	8	20	15
GRMZM2G098079	198	142	88	269	191	136	85	262
GRMZM2G098084	11	4	14	4	11	2	14	4
GRMZM2G098088	349	190	252	380	336	181	244	365
GRMZM2G098167	31	15	23	28	30	13	23	26
GRMZM2G098187	2	2	0	5	2	2	0	5
GRMZM2G098208	7	3	1	6	7	3	1	6
GRMZM2G098212	2194	1028	1318	2086	2081	972	1265	1990
GRMZM2G098227	235	123	96	248	226	116	92	235
GRMZM2G098237	1539	422	697	878	1466	400	667	829
GRMZM2G098239	12	0	0	20	10	0	0	17
GRMZM2G098290	17	3	36	6	14	3	35	6
GRMZM2G098298	252	147	149	399	236	143	141	378
GRMZM2G098301	0	1	1	2	0	1	1	2
GRMZM2G098305	1686	278	889	635	1597	263	847	610
GRMZM2G098319	27	3	9	20	27	3	9	20
GRMZM2G098331	148	85	76	126	138	82	74	118
GRMZM2G098335	1635	284	955	624	1549	271	913	597
GRMZM2G098346	77	5	34	55	74	5	31	54
GRMZM2G098370	82	7	65	42	79	6	63	38
GRMZM2G098397	8	28	0	24	7	26	0	23
GRMZM2G098420	189	129	108	197	176	122	103	190
GRMZM2G098434	222	124	157	198	212	113	148	185
GRMZM2G098438	12	18	15	38	12	16	14	37
GRMZM2G098442	5	1	4	1	5	1	4	1
GRMZM2G098474	1	0	0	0	1	0	0	0
GRMZM2G098494	380	159	267	338	357	144	254	324
GRMZM2G098517	302	50	121	87	291	42	118	86
GRMZM2G098527	669	534	329	929	647	509	311	903
GRMZM2G098557	1822	611	886	1119	1728	580	847	1079
GRMZM2G098577	1480	643	845	1421	1418	611	820	1368
GRMZM2G098583	83	34	18	58	79	33	18	51
GRMZM2G098594	8	3	0	7	8	2	0	7
GRMZM2G098606	0	2	1	1	0	2	1	1
GRMZM2G098637	89	15	34	30	88	15	33	29
GRMZM2G098643	5	0	3	6	4	0	3	6
GRMZM2G098667	182	122	109	256	170	113	106	237
GRMZM2G098676	44	20	84	134	43	19	80	131
GRMZM2G098677	0	2	1	4	0	2	1	4
GRMZM2G098679	2	0	2	2	1	0	2	2
GRMZM2G098697	2	8	0	11	2	8	0	11
GRMZM2G098712	55	24	40	44	52	24	39	43
GRMZM2G098714	352	87	351	328	329	82	337	319
GRMZM2G098721	3	104	7	184	3	94	4	172
GRMZM2G098764	461	261	212	464	440	248	207	440
GRMZM2G098784	337	184	176	389	317	173	171	383
GRMZM2G098793	141	118	84	174	134	112	79	163
GRMZM2G098800	231	101	167	227	219	94	161	215
GRMZM2G098815	373	161	184	290	358	159	177	282
GRMZM2G098828	6	3	5	20	6	2	5	20
GRMZM2G098859	5338	2892	3780	5959	5094	2771	3612	5755
GRMZM2G098884	20	4	4	28	20	4	4	26
GRMZM2G098904	514	187	217	365	498	178	203	352
GRMZM2G098912	15	43	12	16	14	42	11	15
GRMZM2G098957	1027	622	474	946	973	595	461	907
GRMZM2G098999	84	36	36	101	79	34	30	99
GRMZM2G099002	28	38	15	90	28	38	15	88
GRMZM2G099003	1	0	0	0	1	0	0	0
GRMZM2G099007	820	462	383	981	765	432	367	938
GRMZM2G099036	6	1	0	0	6	1	0	0
GRMZM2G099045	85	57	48	70	81	56	45	70
GRMZM2G099049	21	14	12	13	19	14	12	12
GRMZM2G099056	241	186	108	328	237	176	103	312
GRMZM2G099080	799	256	452	554	759	246	429	526
GRMZM2G099086	27	23	7	27	27	21	6	27
GRMZM2G099101	1	8	2	10	1	7	2	10
GRMZM2G099105	1	0	1	0	1	0	1	0
GRMZM2G099109	44	65	26	79	40	62	24	74
GRMZM2G099130	59	33	31	59	57	32	30	58
GRMZM2G099160	429	96	163	162	411	90	155	157
GRMZM2G099167	216	81	120	158	202	78	117	154
GRMZM2G099186	4041	1284	1941	2422	3847	1229	1863	2307
GRMZM2G099187	401	239	229	494	373	233	223	470
GRMZM2G099191	1846	930	968	1614	1758	878	917	1536
GRMZM2G099206	2	0	0	1	2	0	0	1
GRMZM2G099238	657	368	269	594	635	350	258	573
GRMZM2G099239	3	0	1	6	3	0	1	6
GRMZM2G099253	312	140	152	287	295	137	144	270
GRMZM2G099255	92	37	39	67	86	36	36	66
GRMZM2G099270	372	186	245	394	352	176	234	373
GRMZM2G099278	132	95	76	235	119	90	73	228
GRMZM2G099285	15	10	8	12	14	8	7	12
GRMZM2G099295	46	8	3	37	46	8	3	34
GRMZM2G099305	6	5	5	5	6	5	5	5
GRMZM2G099317	2749	1350	1038	2204	2636	1304	1003	2132
GRMZM2G099319	1	0	0	0	1	0	0	0
GRMZM2G099324	6	3	7	3	6	3	7	3
GRMZM2G099328	529	148	188	281	512	143	182	265
GRMZM2G099334	737	422	360	717	696	396	354	678
GRMZM2G099337	72	29	26	87	69	27	25	80
GRMZM2G099340	62	422	70	345	58	397	65	326
GRMZM2G099352	8485	4988	4498	10122	8063	4746	4300	9720
GRMZM2G099353	1	1	8	9	1	1	7	9
GRMZM2G099355	3190	1750	2092	4585	3042	1675	2011	4395
GRMZM2G099363	1151	131	707	273	1092	124	672	265
GRMZM2G099366	13	7	6	3	12	7	5	3
GRMZM2G099376	1	0	2	0	1	0	1	0
GRMZM2G099413	1	0	0	1	1	0	0	1
GRMZM2G099425	18	17	27	64	16	17	25	62
GRMZM2G099427	170	0	78	1	162	0	74	0
GRMZM2G099434	14	10	10	20	14	9	9	20
GRMZM2G099449	850	251	523	630	810	243	506	602
GRMZM2G099452	928	297	495	563	881	280	474	542
GRMZM2G099454	2	0	0	0	2	0	0	0
GRMZM2G099461	20	18	18	39	20	18	17	38
GRMZM2G099463	155	68	69	143	141	61	68	136
GRMZM2G099466	277	495	162	531	257	475	153	507
GRMZM2G099467	1	0	0	3	1	0	0	3
GRMZM2G099474	117	83	50	139	113	80	47	135
GRMZM2G099481	95	35	50	101	92	34	47	95
GRMZM2G099487	113	51	63	86	109	50	60	83
GRMZM2G099491	3	6	0	13	1	5	0	12
GRMZM2G099522	11	0	3	3	10	0	2	3
GRMZM2G099528	10	2	11	10	10	2	11	9
GRMZM2G099529	372	274	203	474	351	258	196	457
GRMZM2G099542	735	429	422	875	701	405	403	847
GRMZM2G099547	838	483	437	675	800	463	420	651
GRMZM2G099583	645	329	407	697	617	303	383	664
GRMZM2G099595	2	0	0	0	2	0	0	0
GRMZM2G099598	473	178	326	252	455	172	316	242
GRMZM2G099604	63	42	31	59	62	39	29	56
GRMZM2G099615	39	26	58	45	37	24	55	45
GRMZM2G099619	32	0	5	1	29	0	5	1
GRMZM2G099622	239	52	165	242	227	51	154	223
GRMZM2G099626	13	4	3	6	11	2	3	6
GRMZM2G099628	1590	864	817	1560	1510	823	776	1493
GRMZM2G099630	53	10	21	66	53	10	20	64
GRMZM2G099666	104	27	26	31	96	25	25	28
GRMZM2G099669	125	0	47	0	121	0	47	0
GRMZM2G099687	1	0	0	0	1	0	0	0
GRMZM2G099696	396	149	250	355	371	146	240	346
GRMZM2G099729	6	23	4	46	6	22	4	42
GRMZM2G099745	1554	1207	737	2198	1478	1151	714	2129
GRMZM2G099754	2176	676	536	3313	2067	646	521	3168
GRMZM2G099765	3	0	1	0	3	0	1	0
GRMZM2G099767	9	0	2	1	8	0	2	1
GRMZM2G099780	19	11	15	33	17	10	15	33
GRMZM2G099797	218	131	148	232	214	126	145	220
GRMZM2G099802	4	2	0	6	4	2	0	6
GRMZM2G099860	3488	1560	1915	3306	3317	1465	1829	3154
GRMZM2G099862	7	1	3	2	6	1	3	2
GRMZM2G099891	180	97	88	93	174	95	85	91
GRMZM2G099907	44	25	12	34	42	25	11	33
GRMZM2G099909	67	40	80	40	66	39	79	40
GRMZM2G099944	0	3	6	17	0	3	6	16
GRMZM2G099960	25	0	0	13	21	0	0	13
GRMZM2G099981	3	1	8	5	3	1	8	5
GRMZM2G099984	140	0	29	0	130	0	28	0
GRMZM2G099987	113	22	53	46	107	22	51	45
GRMZM2G099989	131	45	85	71	126	41	79	68
GRMZM2G100005	0	42	0	27	0	40	0	25
GRMZM2G100018	122551	23082	31316	16254	123797	23290	29920	15606
GRMZM2G100020	11	5	3	8	11	5	2	8
GRMZM2G100043	363	215	190	403	354	201	177	387
GRMZM2G100058	14	8	2	7	13	8	2	7
GRMZM2G100067	26	4	34	4	25	3	34	4
GRMZM2G100076	10	0	3	1	9	0	2	1
GRMZM2G100084	276	178	250	245	263	166	232	237
GRMZM2G100090	186	273	99	415	178	265	95	394
GRMZM2G100103	61	135	58	121	60	128	55	118
GRMZM2G100107	563	116	291	235	533	111	281	226
GRMZM2G100114	71	28	53	133	65	27	51	127
GRMZM2G100116	385	289	91	358	364	279	87	345
GRMZM2G100118	676	345	338	558	634	325	327	528
GRMZM2G100120	11	12	7	28	10	10	6	26
GRMZM2G100121	622	228	318	531	595	216	306	512
GRMZM2G100133	0	2	0	1	0	2	0	1
GRMZM2G100146	5344	2865	2986	5933	5119	2755	2883	5736
GRMZM2G100152	264	202	98	289	251	192	94	276
GRMZM2G100176	202	124	101	161	190	118	88	152
GRMZM2G100208	2	0	2	1	2	0	2	1
GRMZM2G100225	6695	4450	3247	8254	6460	4285	3126	8005
GRMZM2G100229	4623	2180	2806	4239	4413	2074	2699	4072
GRMZM2G100246	144	118	119	92	138	112	115	91
GRMZM2G100255	0	2	2	2	0	2	2	1
GRMZM2G100260	576	210	290	368	548	201	283	353
GRMZM2G100288	2920	753	2015	1817	2777	716	1914	1742
GRMZM2G100321	28	15	15	23	28	13	14	23
GRMZM2G100349	217	27	111	49	208	25	105	45
GRMZM2G100402	1937	750	1283	1215	1843	716	1229	1167
GRMZM2G100403	7760	3353	3795	6578	7406	3197	3625	6324
GRMZM2G100419	748	457	429	900	715	429	421	861
GRMZM2G100431	980	527	597	1210	933	499	567	1161
GRMZM2G100448	357	224	183	525	344	220	181	509
GRMZM2G100452	5	1	7	3	5	1	7	2
GRMZM2G100454	1	2	5	0	1	2	4	0
GRMZM2G100464	47	0	0	8	44	0	0	7
GRMZM2G100467	2608	847	1307	1850	2452	787	1245	1757
GRMZM2G100473	48	26	37	51	46	25	36	49
GRMZM2G100475	0	3	1	13	0	3	1	13
GRMZM2G100484	87	138	47	182	81	129	47	172
GRMZM2G100495	0	2	0	0	0	2	0	0
GRMZM2G100524	48	12	27	21	47	12	26	20
GRMZM2G100543	1	2	2	11	1	2	2	10
GRMZM2G100568	136	20	54	61	131	18	52	56
GRMZM2G100629	35	21	13	19	34	21	13	18
GRMZM2G100639	3	0	2	0	3	0	2	0
GRMZM2G100641	114	46	47	69	108	43	47	66
GRMZM2G100650	7	2	4	9	7	2	4	9
GRMZM2G100652	48	32	21	40	46	32	21	33
GRMZM2G100709	0	2	0	0	0	2	0	0
GRMZM2G100714	15	17	32	70	14	17	31	69
GRMZM2G100726	0	70	0	142	0	64	0	137
GRMZM2G100727	4	1	7	3	4	1	7	3
GRMZM2G100732	20	15	19	31	19	14	19	30
GRMZM2G100758	63	41	46	88	61	41	45	83
GRMZM2G100815	824	354	446	770	792	342	427	745
GRMZM2G100864	102	48	55	77	99	48	54	74
GRMZM2G100872	639	207	304	344	612	188	285	330
GRMZM2G100911	26	6	6	4	26	6	6	3
GRMZM2G100913	293	120	195	285	282	112	186	273
GRMZM2G100920	6	3	0	2	6	3	0	2
GRMZM2G100955	214	137	129	320	211	132	127	308
GRMZM2G100976	16	21	12	22	15	21	12	22
GRMZM2G100988	69	4	33	14	66	4	31	14
GRMZM2G101000	2	0	0	1	2	0	0	1
GRMZM2G101001	1339	631	764	1394	1264	604	734	1343
GRMZM2G101004	647	422	400	738	615	405	383	713
GRMZM2G101020	811	469	555	863	763	438	529	812
GRMZM2G101024	27	18	35	96	27	18	35	94
GRMZM2G101036	3	3	8	3	3	2	7	3
GRMZM2G101042	943	600	571	1251	899	565	552	1191
GRMZM2G101058	4	0	0	1	4	0	0	1
GRMZM2G101060	21	6	20	6	19	6	19	6
GRMZM2G101062	6	32	3	81	4	30	3	78
GRMZM2G101105	472	180	223	236	449	174	215	223
GRMZM2G101116	20	16	147	166	18	16	138	162
GRMZM2G101142	0	3	0	0	0	3	0	0
GRMZM2G101179	99	72	59	101	94	68	55	98
GRMZM2G101181	90	22	46	55	87	21	43	55
GRMZM2G101245	3	21	9	57	3	20	8	56
GRMZM2G101250	106	46	45	74	100	41	40	72
GRMZM2G101264	143	90	70	227	134	86	67	212
GRMZM2G101270	18	8	11	27	15	7	10	27
GRMZM2G101274	411	251	251	475	397	241	237	457
GRMZM2G101282	345	73	128	119	329	70	123	112
GRMZM2G101287	198	120	123	124	186	115	121	113
GRMZM2G101350	193	102	96	126	185	99	94	120
GRMZM2G101383	342	100	187	205	330	94	176	199
GRMZM2G101393	502	263	438	498	477	250	413	477
GRMZM2G101408	399	181	237	311	373	175	231	296
GRMZM2G101422	1	0	0	0	1	0	0	0
GRMZM2G101446	6126	3060	3400	6098	5857	2912	3245	5890
GRMZM2G101457	64	27	40	50	60	27	39	48
GRMZM2G101460	60	67	60	197	59	65	58	188
GRMZM2G101472	3	0	1	0	3	0	1	0
GRMZM2G101480	3575	2058	1743	3712	3388	1962	1672	3575
GRMZM2G101497	3	1	6	11	3	1	5	10
GRMZM2G101499	2	0	11	0	1	0	11	0
GRMZM2G101502	186	104	146	248	174	103	140	238
GRMZM2G101511	1	0	0	1	1	0	0	1
GRMZM2G101515	1483	928	775	1918	1415	878	738	1863
GRMZM2G101518	1	0	0	1	1	0	0	1
GRMZM2G101519	67	52	32	71	61	48	30	68
GRMZM2G101523	374	186	255	448	359	181	245	431
GRMZM2G101533	4	2	0	6	3	2	0	6
GRMZM2G101545	0	1	0	2	0	1	0	2
GRMZM2G101547	433	269	162	373	421	259	156	353
GRMZM2G101571	706	383	531	614	670	374	507	595
GRMZM2G101576	1	1	0	0	1	1	0	0
GRMZM2G101584	2	1	20	20	1	1	20	20
GRMZM2G101596	164	95	90	174	157	87	85	172
GRMZM2G101605	53	3	28	17	53	3	27	17
GRMZM2G101617	2	0	2	1	2	0	2	1
GRMZM2G101625	30	8	20	29	29	8	19	29
GRMZM2G101635	4	13	15	8	3	13	14	8
GRMZM2G101682	0	1	0	0	0	1	0	0
GRMZM2G101698	315	147	162	206	292	136	156	198
GRMZM2G101707	56	50	47	136	53	47	43	130
GRMZM2G101711	1513	722	1072	1797	1441	693	1042	1726
GRMZM2G101744	6	9	8	13	6	7	8	13
GRMZM2G101745	5	0	0	4	5	0	0	4
GRMZM2G101754	2	2	1	1	2	2	1	1
GRMZM2G101760	67	29	69	75	61	28	63	75
GRMZM2G101769	392	265	230	551	371	249	219	523
GRMZM2G101818	307	226	42	95	293	217	39	93
GRMZM2G101856	2	0	0	0	2	0	0	0
GRMZM2G101859	3220	1639	1459	3042	3083	1596	1404	2922
GRMZM2G101867	484	199	234	454	464	193	230	439
GRMZM2G101872	3	0	0	0	2	0	0	0
GRMZM2G101874	574	427	326	782	552	407	310	755
GRMZM2G101875	12	38	2	19	11	35	2	19
GRMZM2G101900	168	38	90	93	158	36	90	88
GRMZM2G101926	14	129	86	22	13	125	82	20
GRMZM2G101938	1990	858	1300	1772	1896	821	1229	1702
GRMZM2G101958	460	5	67	4	438	5	66	4
GRMZM2G102000	1298	715	774	1616	1247	685	739	1548
GRMZM2G102021	41	22	19	35	39	22	19	34
GRMZM2G102056	61	28	13	37	58	27	13	36
GRMZM2G102069	10	4	7	13	10	4	7	13
GRMZM2G102088	250	128	193	284	236	123	180	271
GRMZM2G102160	1	0	2	3	1	0	2	3
GRMZM2G102161	29	0	0	7	29	0	0	6
GRMZM2G102163	34	24	31	77	33	24	30	77
GRMZM2G102167	2311	836	863	1053	2203	790	819	1010
GRMZM2G102174	164	96	135	280	152	91	128	268
GRMZM2G102181	145	81	100	157	134	76	98	147
GRMZM2G102183	95	53	21	41	91	50	21	39
GRMZM2G102189	3	4	3	4	3	4	3	4
GRMZM2G102196	450	249	247	494	424	237	236	471
GRMZM2G102218	5	0	0	0	5	0	0	0
GRMZM2G102238	249	153	176	385	235	150	171	370
GRMZM2G102243	45	23	13	21	44	20	13	21
GRMZM2G102255	16	11	16	35	15	11	15	34
GRMZM2G102322	3	2	1	10	3	2	1	10
GRMZM2G102346	33	28	24	59	33	28	24	59
GRMZM2G102347	19	13	20	22	18	12	18	21
GRMZM2G102349	699	152	304	239	672	147	294	233
GRMZM2G102356	211	16	21	52	199	16	21	51
GRMZM2G102382	153	63	57	111	148	63	55	109
GRMZM2G102421	2560	1300	1332	2387	2455	1237	1287	2307
GRMZM2G102471	9666	5660	5177	11996	9361	5462	5023	11585
GRMZM2G102475	1483	545	797	1028	1412	528	766	988
GRMZM2G102483	587	44	202	56	564	43	193	54
GRMZM2G102494	1	0	0	0	1	0	0	0
GRMZM2G102497	413	242	241	502	392	230	227	477
GRMZM2G102499	23813	9611	12826	19197	23155	9365	12709	19139
GRMZM2G102514	349	54	158	102	338	53	152	96
GRMZM2G102521	50	33	76	42	50	32	73	41
GRMZM2G102548	140	42	77	107	135	39	76	102
GRMZM2G102550	106	176	14	133	96	167	13	126
GRMZM2G102572	307	112	251	145	296	109	241	138
GRMZM2G102580	753	534	511	1128	716	512	497	1091
GRMZM2G102583	181	89	76	163	175	79	73	157
GRMZM2G102596	1908	871	928	1636	1831	842	892	1592
GRMZM2G102601	41	145	37	224	39	141	37	214
GRMZM2G102605	1013	837	390	1183	952	805	369	1125
GRMZM2G102616	17	0	7	0	17	0	6	0
GRMZM2G102625	706	175	346	311	670	166	335	295
GRMZM2G102639	573	368	293	747	541	347	281	725
GRMZM2G102674	21	26	7	40	21	26	7	39
GRMZM2G102681	28	2	13	21	26	2	12	21
GRMZM2G102683	56	70	50	68	55	70	49	63
GRMZM2G102692	29	5	20	46	26	5	20	43
GRMZM2G102711	6	14	6	12	6	13	6	12
GRMZM2G102714	3	0	0	2	3	0	0	2
GRMZM2G102745	72	242	352	77	67	227	330	75
GRMZM2G102754	150	79	77	133	146	76	70	130
GRMZM2G102760	20	50	54	136	20	47	50	133
GRMZM2G102770	1	1	0	0	1	1	0	0
GRMZM2G102779	3702	1426	2071	3186	3523	1358	1976	3066
GRMZM2G102795	14	7	7	16	14	7	6	15
GRMZM2G102808	1157	800	552	1590	1092	765	527	1530
GRMZM2G102815	75	19	48	52	71	19	47	49
GRMZM2G102838	71	30	16	44	68	28	15	43
GRMZM2G102845	623	412	431	673	601	390	411	656
GRMZM2G102858	1759	925	1011	1828	1679	883	986	1766
GRMZM2G102862	66	6	29	5	64	6	29	5
GRMZM2G102878	1023	490	387	520	965	471	368	505
GRMZM2G102888	1	0	0	1	1	0	0	1
GRMZM2G102903	78	0	49	0	76	0	48	0
GRMZM2G102912	396	1	162	0	375	1	157	0
GRMZM2G102915	24	17	11	37	24	16	10	35
GRMZM2G102923	41	16	8	20	38	14	8	19
GRMZM2G102927	1	55	0	104	1	50	0	101
GRMZM2G102933	384	69	218	165	376	67	208	162
GRMZM2G102938	125	63	37	53	119	59	34	53
GRMZM2G102944	37	10	15	16	36	10	14	15
GRMZM2G102968	133	81	67	122	126	78	66	117
GRMZM2G103033	11	8	6	24	11	8	6	22
GRMZM2G103047	1	2	1	1	1	2	1	1
GRMZM2G103055	68	29	34	73	66	27	33	68
GRMZM2G103066	85	74	46	93	81	68	44	86
GRMZM2G103078	122	69	58	93	116	67	57	84
