Gene	mat_SRR364453	pat_SRR364453	pat_SRR364454	mat_SRR364454	mat_SRR415002	pat_SRR415002	pat_SRR415003	mat_SRR415003
GRMZM2G088258	0	1	0	0	0	1	0	0
GRMZM2G088286	0	1	0	2	0	1	0	2
GRMZM2G088290	692	2767	442	4225	668	2676	420	4075
GRMZM2G088293	4	0	0	5	4	0	0	3
GRMZM2G088299	99	11	58	17	92	11	55	15
GRMZM2G088312	1	0	0	0	1	0	0	0
GRMZM2G088313	7	7	9	17	6	7	9	16
GRMZM2G088336	8	10	8	33	7	9	8	33
GRMZM2G088349	14	13	2	18	13	13	2	17
GRMZM2G088356	17	5	14	4	16	5	14	4
GRMZM2G088361	174	144	101	265	167	138	96	255
GRMZM2G088365	187	117	41	72	172	115	40	72
GRMZM2G088396	371	284	173	590	357	269	163	566
GRMZM2G088409	156	14	88	47	149	14	87	46
GRMZM2G088469	1393	115	323	127	1318	110	312	125
GRMZM2G088482	6	5	9	7	6	5	9	7
GRMZM2G088487	69	25	35	76	67	24	35	74
GRMZM2G088511	52	36	30	85	47	35	30	84
GRMZM2G088524	93	16	45	28	89	15	44	27
GRMZM2G088539	205	108	60	106	198	105	58	103
GRMZM2G088549	294	210	152	329	282	202	147	316
GRMZM2G088565	3453	1899	1549	3436	3311	1811	1487	3264
GRMZM2G088590	846	408	395	684	810	387	374	647
GRMZM2G088613	2	0	0	0	2	0	0	0
GRMZM2G088627	264	461	174	1048	254	434	167	987
GRMZM2G088648	441	90	193	152	421	85	189	142
GRMZM2G088653	459	741	230	994	431	710	222	956
GRMZM2G088669	39	48	53	66	34	44	51	63
GRMZM2G088689	244	48	69	73	233	46	66	71
GRMZM2G088727	259	87	169	250	245	83	164	233
GRMZM2G088783	7	1	0	0	7	1	0	0
GRMZM2G088797	695	261	595	681	672	249	573	656
GRMZM2G088828	230	64	153	108	218	62	148	102
GRMZM2G088843	19	47	18	65	19	45	17	62
GRMZM2G088861	2	0	6	13	2	0	6	12
GRMZM2G088870	48	14	22	30	47	12	21	30
GRMZM2G088874	88	41	46	80	85	40	45	77
GRMZM2G088951	42	0	18	2	41	0	17	2
GRMZM2G088961	126	110	79	240	122	104	76	222
GRMZM2G088974	6	3	3	3	6	3	3	3
GRMZM2G088995	53	59	52	109	50	54	50	109
GRMZM2G089010	70	38	29	61	67	36	29	59
GRMZM2G089021	12	100	34	266	9	92	32	258
GRMZM2G089050	193	90	108	203	186	88	103	194
GRMZM2G089056	21	13	9	47	20	12	9	46
GRMZM2G089086	2	1	1	4	2	1	1	4
GRMZM2G089092	144	24	96	29	141	21	94	26
GRMZM2G089102	1	1	0	0	1	1	0	0
GRMZM2G089119	1	0	2	0	1	0	2	0
GRMZM2G089132	0	4	2	0	0	4	2	0
GRMZM2G089136	202	144	118	260	192	132	114	253
GRMZM2G089163	207	135	108	320	196	129	103	310
GRMZM2G089193	255	287	377	568	240	273	371	541
GRMZM2G089218	1	0	0	0	1	0	0	0
GRMZM2G089231	9	15	5	38	9	14	5	34
GRMZM2G089248	13	10	1	23	13	10	1	22
GRMZM2G089259	50	42	21	61	46	41	20	60
GRMZM2G089282	19	3	10	12	17	3	10	12
GRMZM2G089285	39	3	22	4	35	2	22	4
GRMZM2G089288	0	6	0	2	0	6	0	2
GRMZM2G089291	119	20	64	74	115	19	59	73
GRMZM2G089308	21	49	44	14	20	46	42	12
GRMZM2G089317	340	173	185	391	323	162	182	374
GRMZM2G089343	1	0	0	0	1	0	0	0
GRMZM2G089351	84	70	44	145	80	68	43	140
GRMZM2G089361	265	95	130	133	251	92	123	128
GRMZM2G089365	149	52	93	161	148	52	91	158
GRMZM2G089397	59	18	20	30	56	18	20	28
GRMZM2G089400	486	225	391	528	454	209	373	498
GRMZM2G089406	1664	1037	963	2308	1585	1002	924	2217
GRMZM2G089425	42	62	20	69	41	60	20	66
GRMZM2G089448	1	0	1	0	1	0	1	0
GRMZM2G089454	409	87	199	190	397	79	187	184
GRMZM2G089461	3	6	0	9	3	6	0	9
GRMZM2G089466	922	625	512	1246	878	603	492	1197
GRMZM2G089484	243	133	130	236	234	127	128	225
GRMZM2G089491	816	738	462	1638	781	712	443	1594
GRMZM2G089498	11	1	2	4	10	0	2	4
GRMZM2G089507	49	13	33	33	46	13	32	32
GRMZM2G089517	11	4	21	23	11	4	19	23
GRMZM2G089528	90	0	82	1	83	0	77	1
GRMZM2G089549	159	34	103	0	153	33	98	0
GRMZM2G089556	9	10	2	25	6	10	2	25
GRMZM2G089557	1	2	5	10	1	2	5	9
GRMZM2G089562	29	55	102	36	27	53	98	35
GRMZM2G089575	4	11	4	9	4	10	4	9
GRMZM2G089596	15	40	17	84	15	38	15	80
GRMZM2G089619	3	0	2	3	2	0	2	3
GRMZM2G089630	1140	222	560	437	1081	214	539	422
GRMZM2G089631	36	0	16	0	35	0	16	0
GRMZM2G089655	46	6	35	18	45	6	34	18
GRMZM2G089673	3	0	2	7	3	0	2	7
GRMZM2G089688	178	66	81	121	171	62	75	120
GRMZM2G089696	94	42	44	26	87	41	44	25
GRMZM2G089713	41625	19381	20745	39959	43257	19998	21437	41131
GRMZM2G089721	2	0	0	1	2	0	0	1
GRMZM2G089736	233	105	134	183	219	102	127	175
GRMZM2G089750	1	0	1	0	1	0	1	0
GRMZM2G089767	167	400	82	545	164	377	78	513
GRMZM2G089854	168	112	114	214	161	104	108	205
GRMZM2G089895	34	9	0	16	33	8	0	16
GRMZM2G089944	29	27	9	13	28	25	8	12
GRMZM2G089949	413	42	215	99	388	41	199	93
GRMZM2G089959	34	10	32	28	32	10	29	26
GRMZM2G089962	528	196	339	350	503	187	326	336
GRMZM2G089974	43	19	22	40	40	19	22	39
GRMZM2G089976	278	173	126	334	267	166	122	317
GRMZM2G089982	42	3	15	6	37	3	14	6
GRMZM2G089995	15	0	15	0	12	0	15	0
GRMZM2G090010	44	20	29	27	41	20	27	27
GRMZM2G090018	1	5	2	4	1	5	2	4
GRMZM2G090020	49	15	20	53	45	15	20	52
GRMZM2G090028	0	39	0	109	0	36	0	105
GRMZM2G090029	5	25	5	35	5	23	5	33
GRMZM2G090051	1	0	0	0	1	0	0	0
GRMZM2G090061	68	27	44	24	64	25	41	24
GRMZM2G090070	183	93	173	262	169	92	168	254
GRMZM2G090100	246	257	200	354	233	244	192	341
GRMZM2G090104	14	12	4	31	14	11	4	29
GRMZM2G090105	66	26	45	38	63	25	44	36
GRMZM2G090112	2	0	0	0	2	0	0	0
GRMZM2G090124	1097	281	619	682	1040	264	591	657
GRMZM2G090152	3	0	4	5	3	0	4	5
GRMZM2G090156	866	395	412	783	824	379	390	754
GRMZM2G090168	1	0	0	0	1	0	0	0
GRMZM2G090172	341	487	481	548	314	453	456	528
GRMZM2G090177	14	10	21	33	13	10	20	33
GRMZM2G090190	113	31	90	47	108	31	87	45
GRMZM2G090213	1048	726	592	1510	991	699	567	1430
GRMZM2G090217	34	3	29	23	34	3	27	23
GRMZM2G090226	1	1	0	3	1	1	0	3
GRMZM2G090230	13	4	6	4	12	4	4	4
GRMZM2G090262	169	85	96	208	165	81	93	200
GRMZM2G090274	1705	972	822	1694	1634	922	788	1619
GRMZM2G090300	1176	660	692	1560	1125	625	660	1499
GRMZM2G090328	0	2	3	5	0	2	3	5
GRMZM2G090338	820	398	994	1472	784	385	940	1417
GRMZM2G090374	80	50	56	102	77	45	54	97
GRMZM2G090379	17	6	7	11	15	6	7	10
GRMZM2G090411	23	2	5	3	21	1	5	3
GRMZM2G090419	2	0	0	0	2	0	0	0
GRMZM2G090422	2960	1462	1393	2610	2807	1374	1329	2460
GRMZM2G090432	1	0	0	2	1	0	0	2
GRMZM2G090493	74	26	21	38	72	26	20	38
GRMZM2G090500	470	187	212	425	451	177	201	409
GRMZM2G090505	1370	276	781	654	1320	269	740	625
GRMZM2G090542	1353	641	756	1297	1286	612	723	1250
GRMZM2G090559	34	58	20	76	31	54	18	72
GRMZM2G090568	28	20	5	39	25	20	5	35
GRMZM2G090573	384	180	177	293	367	173	170	280
GRMZM2G090576	30	6	12	15	27	5	12	14
GRMZM2G090584	198	47	61	68	181	45	59	66
GRMZM2G090595	412	187	254	387	400	177	248	376
GRMZM2G090609	1800	398	729	716	1721	379	696	685
GRMZM2G090627	35	3	21	24	35	2	19	24
GRMZM2G090642	55	31	30	49	53	28	30	47
GRMZM2G090647	740	227	595	1044	699	215	582	1001
GRMZM2G090669	10	1	4	1	10	1	3	1
GRMZM2G090675	18	56	61	6	18	54	59	6
GRMZM2G090722	0	1	0	0	0	1	0	0
GRMZM2G090733	4	6	4	2	4	6	4	1
GRMZM2G090738	403	300	287	775	388	293	272	749
GRMZM2G090747	127	95	58	190	122	89	56	179
GRMZM2G090788	51	15	26	33	50	14	25	30
GRMZM2G090792	3	0	0	3	3	0	0	3
GRMZM2G090842	60	15	79	86	55	15	74	80
GRMZM2G090849	512	289	284	668	493	270	272	645
GRMZM2G090865	62	25	17	31	59	23	16	30
GRMZM2G090868	227	132	135	253	217	119	130	243
GRMZM2G090869	305	139	173	321	285	126	165	303
GRMZM2G090872	0	1	0	0	0	0	0	0
GRMZM2G090905	100	66	49	105	93	63	48	100
GRMZM2G090928	2	1	2	2	2	1	1	2
GRMZM2G090935	430	158	295	278	413	151	284	268
GRMZM2G090963	25	13	29	24	24	12	28	24
GRMZM2G090971	253	10	65	33	244	8	61	32
GRMZM2G090981	787	236	454	535	750	225	437	513
GRMZM2G091003	0	1	0	2	0	1	0	2
GRMZM2G091006	633	233	281	503	602	218	274	486
GRMZM2G091020	43	0	0	0	42	0	0	0
GRMZM2G091031	14	3	11	5	12	3	11	5
GRMZM2G091047	13	8	5	12	13	7	4	11
GRMZM2G091054	4692	1651	1716	4576	4975	1724	1726	4602
GRMZM2G091069	356	150	289	431	336	141	277	412
GRMZM2G091119	3307	1338	1750	3032	3167	1266	1685	2926
GRMZM2G091124	1	0	0	1	1	0	0	1
GRMZM2G091168	39	26	30	51	38	26	29	50
GRMZM2G091176	6	0	6	5	6	0	6	5
GRMZM2G091201	572	147	273	195	544	140	266	189
GRMZM2G091226	30	7	7	10	27	6	7	10
GRMZM2G091232	7	1	14	5	6	1	14	5
GRMZM2G091235	75	9	46	26	73	9	43	25
GRMZM2G091243	84	11	41	33	76	11	40	32
GRMZM2G091245	11	11	10	15	11	11	10	15
GRMZM2G091258	620	199	226	361	598	189	217	343
GRMZM2G091265	3	1	5	10	3	0	5	10
GRMZM2G091285	1	0	0	0	1	0	0	0
GRMZM2G091320	2	1	11	0	2	1	11	0
GRMZM2G091331	61	13	61	64	60	13	57	62
GRMZM2G091362	1610	753	1017	1662	1548	732	977	1597
GRMZM2G091383	2335	1823	1290	3424	2229	1736	1234	3294
GRMZM2G091419	218	167	118	267	206	156	110	252
GRMZM2G091433	21	4	8	10	19	4	8	10
GRMZM2G091435	471	197	297	399	455	187	285	382
GRMZM2G091445	443	253	2060	4059	428	244	1960	3896
GRMZM2G091449	399	145	236	421	381	136	228	401
GRMZM2G091478	3	1	3	6	3	1	3	5
GRMZM2G091481	19891	7725	12034	14687	19927	7679	12175	14814
GRMZM2G091487	27	52	8	118	25	50	7	111
GRMZM2G091494	342	352	283	742	323	332	276	709
GRMZM2G091511	338	411	180	604	312	395	171	580
GRMZM2G091540	10	3	20	13	10	1	20	13
GRMZM2G091543	257	130	165	325	242	126	160	310
GRMZM2G091563	314	178	230	460	301	171	224	436
GRMZM2G091578	2032	794	1648	2618	1933	760	1587	2520
GRMZM2G091579	4	0	1	0	4	0	1	0
GRMZM2G091581	93	43	78	111	89	43	71	108
GRMZM2G091583	44	46	19	114	41	45	18	110
GRMZM2G091586	323	168	139	226	307	159	132	222
GRMZM2G091595	3	78	3	202	3	75	2	190
GRMZM2G091632	385	193	253	576	368	187	245	551
GRMZM2G091643	3	23	10	55	2	21	8	53
GRMZM2G091648	2	0	0	0	2	0	0	0
GRMZM2G091715	14	9	5	26	14	9	5	24
GRMZM2G091811	442	223	236	384	421	205	223	374
GRMZM2G091819	360	7149	7310	1770	342	6830	6970	1694
GRMZM2G091822	1	0	0	1	1	0	0	1
GRMZM2G091825	1	1	0	0	1	1	0	0
GRMZM2G091837	85	46	16	32	83	43	15	29
GRMZM2G091845	678	200	362	237	642	190	352	222
GRMZM2G091857	89	17	50	40	83	16	48	37
GRMZM2G091900	272	121	108	109	264	116	102	102
GRMZM2G091919	1	2	3	11	1	2	3	10
GRMZM2G091964	0	2	3	9	0	2	2	9
GRMZM2G091980	1	0	0	0	1	0	0	0
GRMZM2G091995	148	92	82	136	143	87	80	130
GRMZM2G092000	6	16	39	10	6	15	38	10
GRMZM2G092008	4	3	4	2	4	3	4	2
GRMZM2G092091	23	22	12	33	20	21	11	33
GRMZM2G092101	9	147	179	15	9	137	173	15
GRMZM2G092107	78	66	71	106	74	64	69	104
GRMZM2G092112	201	101	109	199	188	97	106	193
GRMZM2G092120	99	61	71	175	95	59	65	167
GRMZM2G092125	178	130	60	146	169	125	55	142
GRMZM2G092129	161	88	105	248	152	82	101	240
GRMZM2G092131	74	18	49	44	73	16	45	44
GRMZM2G092152	88	89	46	73	85	83	44	72
GRMZM2G092154	29	13	18	42	27	13	17	40
GRMZM2G092160	148	66	88	128	145	65	85	124
GRMZM2G092165	300	115	161	197	286	111	157	187
GRMZM2G092174	32	48	14	76	32	43	14	70
GRMZM2G092190	458	229	262	520	431	218	248	495
GRMZM2G092198	73	23	61	60	67	22	59	59
GRMZM2G092214	12	6	2	10	12	5	2	10
GRMZM2G092223	1	2	0	2	1	2	0	2
GRMZM2G092232	543	166	305	521	523	158	286	500
GRMZM2G092244	172	63	102	141	168	58	97	135
GRMZM2G092256	9	4	10	4	8	4	10	4
GRMZM2G092258	73	43	44	88	71	39	38	82
GRMZM2G092261	134	59	74	147	129	51	71	142
GRMZM2G092268	19	0	3	0	18	0	3	0
GRMZM2G092281	411	132	315	292	390	127	305	280
GRMZM2G092284	1123	465	543	837	1063	439	520	815
GRMZM2G092286	10	3	3	6	10	2	3	6
GRMZM2G092296	3114	1302	1660	2508	2985	1242	1609	2427
GRMZM2G092323	0	2	0	4	0	2	0	4
GRMZM2G092325	1490	646	639	1034	1425	619	614	985
GRMZM2G092327	162	101	121	223	155	97	117	213
GRMZM2G092338	2	2	0	4	2	2	0	4
GRMZM2G092363	8	0	2	3	7	0	2	2
GRMZM2G092365	136	143	44	235	128	138	43	225
GRMZM2G092379	1	5	1	7	1	5	1	7
GRMZM2G092409	54	41	48	76	53	40	46	74
GRMZM2G092415	3	0	2	0	3	0	2	0
GRMZM2G092427	2	0	0	0	2	0	0	0
GRMZM2G092429	215	96	105	187	208	93	101	179
GRMZM2G092432	29	62	26	108	28	60	26	104
GRMZM2G092433	9	6	6	10	8	5	6	9
GRMZM2G092442	5	0	1	6	5	0	1	6
GRMZM2G092447	1797	864	958	1795	1717	821	908	1717
GRMZM2G092451	3745	1404	1817	2567	3575	1345	1751	2442
GRMZM2G092459	1911	1038	957	1819	1821	989	917	1760
GRMZM2G092468	21	6	11	23	19	6	11	23
GRMZM2G092474	4	3	10	19	3	3	10	18
GRMZM2G092481	84	64	51	61	81	64	46	57
GRMZM2G092493	48	13	18	30	47	13	18	29
GRMZM2G092497	129	45	53	101	123	43	49	98
GRMZM2G092517	0	2	0	1	0	2	0	1
GRMZM2G092525	4	3	1	4	4	3	1	4
GRMZM2G092533	10	2	7	6	8	2	6	6
GRMZM2G092535	676	243	360	473	650	234	334	459
GRMZM2G092550	16	8	19	13	14	8	19	13
GRMZM2G092568	26	17	11	45	26	14	8	42
GRMZM2G092571	166	78	129	174	159	74	123	165
GRMZM2G092586	277	98	156	252	264	86	150	247
GRMZM2G092588	343	217	230	423	321	202	222	406
GRMZM2G092590	4	2	11	3	4	2	11	3
GRMZM2G092592	1	1	0	0	1	1	0	0
GRMZM2G092599	50	13	31	38	49	13	29	38
GRMZM2G092604	2	0	0	1	2	0	0	1
GRMZM2G092609	236	174	97	284	220	168	95	278
GRMZM2G092627	310	210	249	538	299	201	239	523
GRMZM2G092632	614	314	258	558	589	301	251	535
GRMZM2G092648	105	53	71	86	98	51	67	82
GRMZM2G092652	467	337	420	400	446	316	402	391
GRMZM2G092661	45	37	29	47	44	35	29	43
GRMZM2G092663	3053	1189	1467	2003	2921	1138	1411	1905
GRMZM2G092669	11	2	11	11	10	1	11	11
GRMZM2G092672	25	24	12	33	23	22	12	29
GRMZM2G092719	2705	976	1489	1372	2547	929	1408	1304
GRMZM2G092739	181	126	90	257	174	121	87	250
GRMZM2G092743	160	136	102	331	149	128	100	321
GRMZM2G092746	138	25	43	82	133	25	42	79
GRMZM2G092747	3	7	1	12	3	7	1	11
GRMZM2G092749	653	400	416	963	619	381	402	917
GRMZM2G092752	265	175	298	615	252	165	282	580
GRMZM2G092758	90	0	57	4	86	0	55	4
GRMZM2G092759	225	77	83	149	215	70	80	136
GRMZM2G092762	8	24	8	42	7	24	8	41
GRMZM2G092768	0	1	0	5	0	1	0	5
GRMZM2G092776	972	639	530	1395	937	613	498	1331
GRMZM2G092780	5	6	3	8	5	6	3	8
GRMZM2G092793	137	56	49	92	132	56	46	90
GRMZM2G092797	11	5	3	20	10	4	3	18
GRMZM2G092817	56	78	29	197	51	76	29	190
GRMZM2G092867	12	4	8	2	12	3	8	2
GRMZM2G092888	413	264	287	632	389	255	277	603
GRMZM2G092895	21	569	851	5	20	546	817	5
GRMZM2G092910	3	1	5	9	3	1	5	8
GRMZM2G092923	233	146	170	372	224	139	164	361
GRMZM2G092945	1174	676	239	564	1116	642	225	543
GRMZM2G092959	23	9	16	18	21	9	15	16
GRMZM2G092968	12	0	0	5	12	0	0	4
GRMZM2G092981	118	83	70	73	110	80	66	70
GRMZM2G092991	154	111	119	219	149	106	114	210
GRMZM2G093010	1	0	0	2	1	0	0	2
GRMZM2G093020	2	0	2	3	2	0	2	3
GRMZM2G093032	64	11	20	51	57	10	19	50
GRMZM2G093050	4220	2508	2045	4485	4049	2418	1992	4304
GRMZM2G093072	0	14	0	4	0	14	0	4
GRMZM2G093090	4	10	1	2	4	7	0	2
GRMZM2G093098	94	21	65	36	90	21	64	33
GRMZM2G093101	13	48	7	45	12	46	7	42
GRMZM2G093104	277	506	160	819	259	483	148	781
GRMZM2G093119	1719	862	811	1689	1634	823	772	1623
GRMZM2G093139	4	0	5	2	4	0	5	2
GRMZM2G093146	92	21	67	39	91	21	66	35
GRMZM2G093157	75	19	29	25	71	16	28	25
GRMZM2G093175	36	0	9	13	35	0	9	13
GRMZM2G093186	407	100	194	216	394	94	187	208
GRMZM2G093195	4	2	6	15	4	2	4	14
GRMZM2G093197	158	93	72	179	147	88	68	168
GRMZM2G093210	1	0	0	0	1	0	0	0
GRMZM2G093239	173	90	111	163	165	85	106	154
GRMZM2G093254	174	60	86	75	165	58	85	71
GRMZM2G093272	3596	2228	2101	4274	3397	2095	2004	4073
GRMZM2G093276	301	27	144	45	288	26	138	43
GRMZM2G093278	62	92	46	118	61	86	40	111
GRMZM2G093286	37	0	20	0	32	0	20	0
GRMZM2G093313	2	8	1	21	2	8	1	20
GRMZM2G093316	35	1101	695	185	35	1066	653	180
GRMZM2G093323	32	127	112	108	29	123	108	98
GRMZM2G093325	53	70	36	135	51	69	32	129
GRMZM2G093347	2187	1823	1663	3533	2094	1745	1607	3421
GRMZM2G093391	0	1	0	4	0	1	0	4
GRMZM2G093399	0	7	0	20	0	7	0	20
GRMZM2G093404	1135	324	401	488	1078	309	389	463
GRMZM2G093405	2008	1414	1599	3342	1897	1361	1512	3208
GRMZM2G093408	2	1	0	1	2	1	0	1
GRMZM2G093441	220	182	124	327	207	175	117	320
GRMZM2G093503	1450	769	841	1861	1379	737	806	1771
GRMZM2G093535	296	191	180	408	284	182	172	389
GRMZM2G093557	2020	431	998	842	1918	415	956	810
GRMZM2G093574	1081	527	574	1267	1013	499	540	1199
GRMZM2G093595	0	1	0	0	0	1	0	0
GRMZM2G093603	32	10	38	31	31	10	36	30
GRMZM2G093623	6	1	8	22	6	1	7	20
GRMZM2G093643	270	88	159	210	262	80	158	204
GRMZM2G093647	3	0	0	0	3	0	0	0
GRMZM2G093666	125	94	46	114	122	88	45	107
GRMZM2G093705	7	0	4	16	7	0	3	14
GRMZM2G093716	833	488	461	1027	795	472	448	985
GRMZM2G093720	1835	745	1088	1540	1749	717	1037	1481
GRMZM2G093731	258	335	132	739	246	324	127	714
GRMZM2G093736	0	1	1	1	0	1	1	1
GRMZM2G093744	798	244	423	485	749	234	398	472
GRMZM2G093755	57	60	24	141	54	57	23	135
GRMZM2G093761	51	4	61	17	47	4	58	17
GRMZM2G093766	704	60	285	102	674	55	269	97
GRMZM2G093776	17	16	16	39	16	15	16	36
GRMZM2G093781	194	0	76	0	179	0	70	0
GRMZM2G093789	96	41	36	63	93	41	35	62
GRMZM2G093815	152	77	86	150	146	67	82	143
GRMZM2G093826	46	11	33	113	45	10	30	107
GRMZM2G093828	2083	304	1361	890	1986	291	1313	857
GRMZM2G093838	0	1	0	3	0	1	0	3
GRMZM2G093849	47	10	13	31	44	10	13	31
GRMZM2G093855	343	92	130	189	330	86	124	180
GRMZM2G093858	294	147	178	334	279	142	167	318
GRMZM2G093880	116	41	67	25	108	40	65	20
GRMZM2G093895	759	154	239	410	721	149	227	399
GRMZM2G093900	292	59	189	139	280	56	180	137
GRMZM2G093902	1725	116	878	223	1633	104	842	215
GRMZM2G093945	25	32	23	31	21	29	23	30
GRMZM2G093947	0	1971	1435	10	0	1888	1373	10
GRMZM2G093950	359	252	188	393	336	240	184	374
GRMZM2G093951	20	254	39	493	19	240	36	470
GRMZM2G093962	503	307	379	839	472	295	361	808
GRMZM2G094039	10	0	2	8	9	0	2	8
GRMZM2G094050	935	501	421	821	896	472	397	785
GRMZM2G094051	9704	1703	5336	3701	9180	1636	5072	3525
GRMZM2G094072	989	197	575	370	947	188	549	352
GRMZM2G094083	161	38	41	59	150	36	41	56
GRMZM2G094090	175	50	106	150	172	49	103	144
GRMZM2G094123	2117	1674	999	3208	2026	1611	957	3098
GRMZM2G094168	3	0	0	1	3	0	0	1
GRMZM2G094189	0	1	0	0	0	1	0	0
GRMZM2G094241	14	34	10	43	14	33	9	43
GRMZM2G094255	180	140	110	224	174	132	106	207
GRMZM2G094273	264	114	142	234	256	111	136	223
GRMZM2G094304	1	0	0	1	1	0	0	1
GRMZM2G094360	11	0	0	6	11	0	0	5
GRMZM2G094388	2762	1340	1608	3103	2638	1277	1547	2978
GRMZM2G094428	54	20	50	53	54	20	47	53
GRMZM2G094444	183	130	105	258	170	123	101	253
GRMZM2G094452	106	72	97	56	101	66	92	55
GRMZM2G094490	12	14	4	8	12	14	3	7
GRMZM2G094497	575	277	264	417	539	261	253	402
GRMZM2G094500	284	100	176	212	275	97	172	200
GRMZM2G094523	1	0	3	0	1	0	3	0
GRMZM2G094541	30	21	15	29	30	19	15	28
GRMZM2G094543	16	8	11	33	16	8	11	29
GRMZM2G094579	86	43	44	89	82	43	41	88
GRMZM2G094581	205	81	90	181	194	73	82	173
GRMZM2G094586	79	28	50	48	72	27	49	48
GRMZM2G094595	3077	1251	1325	2273	2929	1209	1266	2173
GRMZM2G094599	204	128	81	210	195	122	80	204
GRMZM2G094602	4	8	6	13	4	8	6	13
GRMZM2G094632	3	0	5	10	3	0	5	10
GRMZM2G094639	1919	5	1344	23	1856	4	1285	22
GRMZM2G094655	320	157	158	231	310	153	153	222
GRMZM2G094664	118	60	91	111	109	56	87	106
GRMZM2G094666	19	0	8	0	18	0	6	0
GRMZM2G094698	781	313	366	476	734	296	352	465
GRMZM2G094699	306	92	155	170	299	89	146	163
GRMZM2G094705	159	84	76	133	150	78	76	124
GRMZM2G094712	32544	15130	16443	29025	32209	14981	16222	28750
GRMZM2G094723	2	9	0	27	2	9	0	24
GRMZM2G094742	5868	2912	3155	5134	5576	2774	3019	4926
GRMZM2G094768	1	0	5	2	1	0	4	2
GRMZM2G094771	64	23	27	51	62	20	24	49
GRMZM2G094792	907	288	537	562	859	272	510	540
GRMZM2G094850	34	16	32	35	33	14	31	35
GRMZM2G094867	185	110	75	207	176	105	72	197
GRMZM2G094871	398	266	252	503	384	255	246	477
GRMZM2G094892	2	25	3	53	2	25	3	52
GRMZM2G094900	9	2	1	6	9	2	1	6
GRMZM2G094928	1226	555	727	1091	1167	512	691	1051
GRMZM2G094935	10	0	3	0	8	0	2	0
GRMZM2G094939	1	0	0	0	1	0	0	0
GRMZM2G094951	751	283	473	608	712	276	458	591
GRMZM2G094955	245	4	134	6	234	4	128	6
GRMZM2G094959	162	74	109	140	159	73	108	136
GRMZM2G094978	17	4	5	8	17	4	5	8
GRMZM2G094999	12	3	4	4	11	3	4	3
GRMZM2G095020	32	0	17	0	30	0	16	0
GRMZM2G095043	854	419	452	665	813	401	432	642
GRMZM2G095078	357	80	174	135	343	74	167	130
GRMZM2G095082	252	68	204	79	241	67	199	78
GRMZM2G095084	221	170	123	267	212	161	117	252
GRMZM2G095090	28	2	11	14	25	2	11	13
GRMZM2G095094	50	7	23	29	46	7	23	28
GRMZM2G095104	33	13	17	20	32	13	17	19
GRMZM2G095114	746	125	450	258	714	119	427	241
GRMZM2G095115	1	0	1	0	1	0	1	0
GRMZM2G095126	3	0	0	3	3	0	0	3
GRMZM2G095141	384	64	157	108	368	61	151	107
GRMZM2G095144	30	1	22	2	30	1	21	2
GRMZM2G095147	578	138	328	160	555	132	311	154
GRMZM2G095194	583	261	318	568	544	252	313	552
GRMZM2G095211	53	21	38	93	49	21	37	84
GRMZM2G095219	341	128	139	172	327	123	136	165
GRMZM2G095244	1	0	0	0	1	0	0	0
GRMZM2G095252	409	185	169	296	393	183	164	289
GRMZM2G095299	6	2	1	3	6	2	1	3
GRMZM2G095302	3	2	2	6	3	2	2	6
GRMZM2G095308	41	44	34	65	40	40	32	63
GRMZM2G095326	775	214	386	525	742	205	376	518
GRMZM2G095348	751	435	320	931	717	411	304	893
GRMZM2G095363	23	0	5	0	21	0	5	0
GRMZM2G095392	340	212	163	442	322	204	160	420
GRMZM2G095464	1	0	0	0	1	0	0	0
GRMZM2G095492	105	33	81	102	95	32	78	97
GRMZM2G095511	9	20	17	39	9	19	17	39
GRMZM2G095534	304	225	166	438	290	221	161	428
GRMZM2G095552	354	223	205	377	340	209	197	365
GRMZM2G095562	141	101	77	205	137	99	73	195
GRMZM2G095576	0	2	0	0	0	2	0	0
GRMZM2G095579	55	13	18	16	55	13	18	15
GRMZM2G095588	94	50	77	165	92	46	74	158
GRMZM2G095595	140	156	129	305	136	150	129	299
GRMZM2G095611	160	61	77	103	155	60	71	101
GRMZM2G095631	126	24	96	44	124	22	92	43
GRMZM2G095634	86	33	66	89	84	32	63	86
GRMZM2G095643	0	70	0	120	0	64	0	115
GRMZM2G095646	0	2	0	2	0	2	0	2
GRMZM2G095655	1	15	0	28	1	14	0	25
GRMZM2G095657	2562	1712	1475	4005	2440	1631	1396	3800
GRMZM2G095670	36	18	21	29	34	17	20	28
GRMZM2G095689	20	15	7	48	20	15	6	44
GRMZM2G095698	92	10	58	38	88	10	55	38
GRMZM2G095724	63	51	82	171	63	48	79	162
GRMZM2G095727	40	37	31	36	39	36	31	35
GRMZM2G095757	5	7	3	10	5	7	3	10
GRMZM2G095763	24	20	25	94	24	18	23	91
GRMZM2G095782	48	43	28	75	45	42	27	71
GRMZM2G095798	4	0	2	3	4	0	2	3
GRMZM2G095810	361	223	207	483	348	214	198	469
GRMZM2G095811	60	8	25	6	51	6	24	6
GRMZM2G095826	175	48	96	28	168	46	90	25
GRMZM2G095839	3	0	0	0	3	0	0	0
GRMZM2G095851	0	16	0	49	0	16	0	48
GRMZM2G095861	1	0	4	8	1	0	4	7
GRMZM2G095865	219	104	119	200	204	103	116	190
