Gene	mat_SRR068962	pat_SRR068962	mat_SRR068963	pat_SRR068963	mat_SRR068964	pat_SRR068964	mat_SRR068968	pat_SRR068968	mat_SRR068969	pat_SRR068969	mat_SRR068970	pat_SRR068970	mat_SRR068971	pat_SRR068971	mat_SRR068972	pat_SRR068972	mat_SRR068973	pat_SRR068973	mat_SRR068974	pat_SRR068974	pat_SRR068984	mat_SRR068984	pat_SRR068985	mat_SRR068985	pat_SRR068986	mat_SRR068986	pat_SRR068987	mat_SRR068987	pat_SRR068988	mat_SRR068988	pat_SRR068989	mat_SRR068989	pat_SRR068990	mat_SRR068990
AT1G76130	1	0	0	0	1	0	3	0	2	1	3	0	11	0	4	0	4	0	7	0	2	2	5	3	2	4	2	2	1	1	3	0	1	2
AT1G76140	0	4	0	5	8	4	12	6	21	8	20	9	29	4	26	2	24	10	23	10	9	22	8	24	7	27	17	30	9	24	17	38	12	45
AT1G76200	110	69	125	83	116	64	970	530	1198	627	1148	654	498	319	460	263	418	258	420	230	566	1349	694	1720	653	1749	222	742	162	552	150	561	159	581
AT1G76250	1	0	3	0	1	0	7	0	9	0	7	0	46	1	37	0	32	2	34	0	1	0	0	1	0	1	0	12	0	13	0	10	0	10
AT1G76290	2	0	1	1	1	1	2	2	4	0	1	1	17	4	7	3	11	11	16	5	0	3	1	4	3	4	5	12	7	10	6	11	4	18
AT1G76300	1	0	0	0	2	0	6	2	5	3	4	4	14	2	4	4	7	0	14	5	0	2	1	4	1	2	4	10	4	8	4	9	6	12
AT1G76310	37	12	40	21	27	15	53	59	57	75	60	73	58	40	41	30	34	27	28	22	18	69	38	104	38	100	41	102	47	101	35	89	37	101
AT1G76550	45	13	50	13	41	9	47	12	73	11	49	17	72	22	65	20	64	31	58	20	38	45	34	62	41	31	56	69	43	67	42	71	38	73
AT1G76810	7	2	6	0	4	1	43	19	56	19	50	17	172	50	142	34	125	29	114	26	16	17	18	20	18	30	80	160	44	128	58	140	63	162
AT1G76820	1	0	0	0	0	0	4	0	3	1	2	1	4	0	6	0	8	0	6	0	0	2	1	4	5	3	1	11	2	7	1	5	3	9
AT1G76850	2	2	1	0	3	0	0	1	5	0	4	1	17	6	13	3	11	6	18	4	0	5	1	2	0	3	6	14	4	5	6	17	10	13
AT1G76880	11	2	9	3	15	3	28	15	42	17	48	19	38	14	51	12	33	15	34	11	9	26	9	31	11	29	17	32	7	20	8	13	9	14
AT1G76970	1	0	0	0	0	0	2	1	7	0	2	0	20	2	15	5	11	6	10	4	2	3	6	7	2	9	8	7	5	13	3	10	6	12
AT1G77000	5	12	7	5	10	6	25	12	45	16	44	19	80	19	55	11	50	10	51	7	8	29	16	32	12	34	10	86	13	47	11	78	9	54
AT1G77030	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT1G77090	1	0	0	0	0	0	2	0	2	1	9	1	7	6	7	1	7	3	2	2	2	8	1	3	1	0	6	6	2	7	5	7	4	11
AT1G77120	29	20	34	17	33	15	87	91	99	110	100	111	124	87	84	71	114	101	92	74	50	137	56	167	55	181	26	61	28	68	25	72	23	72
AT1G77180	28	13	23	28	28	13	346	181	407	230	414	212	394	123	333	90	348	106	313	116	173	482	215	628	208	634	123	376	104	358	79	340	93	298
AT1G77250	0	2	0	2	0	0	4	3	2	4	7	4	5	2	8	0	4	2	8	1	2	3	0	10	5	7	2	2	1	1	4	7	2	2
AT1G77260	12	3	3	2	8	3	23	12	65	23	40	13	55	12	44	12	49	11	57	12	17	26	16	34	20	38	13	36	9	35	12	38	14	44
AT1G77270	3	1	1	0	1	0	2	0	9	4	9	5	24	6	21	3	16	3	21	3	4	5	8	7	5	4	13	9	15	14	7	13	7	14
AT1G77300	6	6	8	3	8	2	20	12	31	8	18	6	79	29	63	12	47	12	49	10	12	13	15	38	11	24	28	68	22	67	30	58	30	78
AT1G77310	7	3	7	0	6	2	24	4	29	11	31	6	20	5	21	5	23	6	18	6	10	9	21	8	18	16	14	21	13	17	12	19	16	16
AT1G77320	2	0	1	0	7	1	4	1	2	0	2	0	3	0	1	0	2	0	1	0	0	2	2	1	5	0	0	1	1	5	2	1	1	0
AT1G77410	4	0	0	0	1	2	6	1	5	0	3	1	3	0	7	1	4	2	2	3	5	2	4	7	4	1	3	4	2	1	1	5	2	7
AT1G77460	1	0	2	1	0	0	2	1	1	1	2	0	4	0	3	0	0	0	2	0	1	2	2	0	1	2	0	0	1	2	1	2	0	0
AT1G77500	2	0	1	1	1	0	4	3	8	4	4	5	7	5	4	4	3	2	7	7	5	7	2	9	5	13	3	10	1	12	2	6	4	12
AT1G77525	45	0	45	3	51	7	152	13	220	5	210	8	121	9	99	5	103	8	82	5	60	8	68	18	92	11	172	47	156	50	201	67	179	65
AT1G77530	4	5	10	4	9	2	5	6	7	5	7	7	31	22	31	21	25	21	27	19	6	12	4	11	7	15	18	42	14	43	17	40	12	53
AT1G77540	3	0	1	2	2	0	4	2	8	2	10	2	10	1	7	4	7	0	6	3	1	4	3	4	9	5	5	16	2	12	1	8	2	14
AT1G77550	9	4	7	5	9	4	24	21	26	19	34	14	19	16	16	10	21	6	15	12	7	15	20	35	12	38	18	61	22	50	17	66	17	54
AT1G77580	23	12	21	9	20	7	124	53	177	77	166	60	152	65	115	41	103	52	127	50	83	96	99	144	102	139	110	166	90	140	77	135	88	130
AT1G77590	23	13	19	12	15	15	46	51	104	52	78	47	106	53	62	55	67	53	59	46	18	85	32	97	43	105	98	265	69	264	81	233	80	227
AT1G77600	4	1	4	1	4	2	11	4	13	3	12	3	19	14	11	3	17	4	26	2	2	7	3	6	4	11	9	24	6	19	10	23	4	28
AT1G77610	3	4	4	2	13	2	21	4	23	6	26	6	22	1	12	2	14	3	19	2	2	15	4	17	13	29	7	13	6	15	5	13	5	12
AT1G77620	5	2	2	3	2	3	15	9	20	15	19	14	53	27	49	23	49	22	28	9	14	31	18	41	19	46	22	59	33	58	33	67	34	66
AT1G77630	1	0	0	0	1	0	2	0	3	1	2	2	6	3	1	5	7	4	3	2	3	1	1	2	2	3	5	4	3	6	5	8	4	8
AT1G77680	1	0	0	0	1	0	5	2	9	2	8	2	3	4	4	6	5	4	9	3	2	4	4	5	1	5	2	5	1	2	0	2	2	2
AT1G77720	2	0	0	1	2	0	10	0	9	2	5	2	2	0	0	0	3	0	2	0	1	6	2	3	2	5	2	3	5	3	4	1	3	5
AT1G77740	3	0	0	0	0	1	4	1	1	0	4	2	13	2	5	2	9	0	7	2	1	3	0	0	3	3	6	9	2	9	1	10	3	10
AT1G77770	5	0	3	0	3	5	12	4	26	3	20	2	36	13	20	13	36	4	25	7	5	13	6	17	13	15	7	38	12	45	17	37	12	39
AT1G77800	4	4	5	0	9	4	31	13	36	16	29	10	67	20	47	16	50	19	52	15	14	33	15	43	12	37	25	81	22	65	21	75	22	73
AT1G77840	3	2	1	1	2	1	4	3	13	4	13	2	14	3	6	5	10	0	7	3	2	8	5	10	6	11	1	12	1	12	3	5	0	12
AT1G77850	6	3	2	3	2	1	20	4	15	5	24	4	31	2	15	4	19	1	21	4	8	36	8	33	5	30	5	35	5	29	3	24	4	23
AT1G77960	2	0	1	0	3	0	16	0	26	0	22	2	16	1	14	0	15	1	19	2	4	14	2	34	3	31	1	42	2	42	1	43	3	43
AT1G78010	0	1	0	2	0	1	10	2	12	3	15	4	9	3	9	3	7	2	7	3	0	5	3	17	2	9	3	7	3	11	1	5	1	5
AT1G78040	2	0	1	0	4	0	18	8	32	6	28	8	78	14	55	12	61	8	43	8	12	6	15	6	22	7	15	18	14	18	14	11	20	18
AT1G78060	24	4	24	4	21	2	15	5	19	6	22	8	16	12	19	6	15	3	9	8	11	9	18	16	16	17	7	9	13	5	8	19	10	13
AT1G78070	5	2	6	1	7	1	326	134	395	153	366	153	397	191	353	162	342	161	305	142	141	241	199	254	149	307	247	593	205	555	239	536	219	547
AT1G78080	16	8	19	2	11	8	177	54	211	76	204	82	412	118	334	113	321	97	327	98	94	183	122	256	125	256	69	283	52	247	42	245	51	239
AT1G78100	2	2	1	3	3	3	60	23	80	14	67	23	28	14	24	5	29	9	21	11	33	55	21	69	26	67	12	18	5	16	10	13	6	12
AT1G78140	2	0	1	1	0	1	1	3	2	1	5	3	6	3	7	4	2	4	5	0	2	3	4	4	0	4	0	3	1	4	0	1	0	5
AT1G78150	2	2	3	1	5	4	34	12	45	10	49	10	48	17	39	16	48	25	43	16	20	25	23	29	21	35	9	23	6	27	9	22	7	19
AT1G78180	2	0	0	0	0	0	0	0	2	1	1	0	0	0	2	0	0	0	2	1	0	0	0	1	2	0	0	2	0	1	1	3	0	2
AT1G78210	0	1	0	2	1	0	4	2	6	3	6	5	24	2	22	0	18	2	27	0	3	8	1	4	3	4	1	29	4	22	0	17	0	20
AT1G78240	7	6	20	8	10	5	87	38	94	50	97	62	241	141	191	106	170	121	168	109	39	123	56	179	43	171	93	375	77	313	83	309	89	369
AT1G78270	13	2	7	6	13	6	115	56	133	65	143	52	74	46	63	38	71	52	74	40	48	91	48	89	40	108	20	260	15	176	29	184	20	186
AT1G78300	102	50	107	53	104	63	139	77	162	94	167	92	189	71	126	74	166	65	146	63	76	146	82	163	94	187	76	223	50	174	55	146	63	150
AT1G78310	1	0	3	0	1	1	6	1	8	1	6	2	4	5	4	2	5	2	8	1	0	6	3	5	1	4	3	4	2	6	1	4	1	7
AT1G78370	12	8	21	6	12	11	70	71	101	103	94	73	249	158	175	156	180	133	184	116	44	120	46	157	45	182	79	228	93	229	104	236	123	277
AT1G78380	14	6	16	5	9	4	61	33	88	21	96	24	152	43	121	32	116	34	136	30	24	40	26	62	27	50	51	143	42	110	44	124	43	151
AT1G78460	0	3	0	4	0	3	1	0	2	0	0	0	0	1	2	0	1	0	1	0	3	12	2	7	7	8	4	0	1	0	0	0	0	0
AT1G78490	10	18	4	12	7	17	6	14	8	24	9	19	2	0	1	0	0	0	1	1	3	15	11	19	9	13	7	4	7	4	4	2	4	5
AT1G78500	6	8	10	9	11	7	53	30	36	23	36	36	87	64	51	48	64	54	55	45	31	48	16	48	23	38	31	53	32	39	39	45	34	53
AT1G78510	23	23	33	10	17	21	68	53	74	76	77	80	54	46	46	25	37	34	54	21	45	104	42	118	36	120	15	64	13	44	15	34	18	39
AT1G78520	30	23	26	25	27	30	293	126	412	148	381	148	133	77	95	49	104	58	90	64	135	283	164	412	203	373	164	259	150	246	143	242	168	262
AT1G78560	5	3	3	0	4	1	26	12	58	13	41	23	26	13	19	19	28	11	15	13	12	25	18	33	27	34	6	26	11	16	10	19	9	14
AT1G78620	1	0	0	1	1	0	1	0	2	3	1	2	3	1	3	1	5	1	3	1	0	2	1	1	3	4	1	3	2	3	1	5	2	7
AT1G78630	0	2	0	1	0	0	4	1	4	1	6	2	5	8	4	5	8	2	2	4	0	3	1	2	0	4	3	15	10	10	7	9	9	11
AT1G78650	2	0	2	2	3	1	4	2	3	1	8	1	3	4	12	3	9	2	8	1	0	1	4	3	4	3	3	16	3	13	7	13	5	15
AT1G78660	1	3	2	1	4	2	7	6	6	4	8	8	20	0	7	0	18	4	11	5	3	20	9	15	3	21	2	33	5	24	3	22	3	20
AT1G78770	8	9	9	10	7	2	10	11	22	8	28	10	6	5	7	2	5	6	2	5	13	13	7	19	9	21	6	17	2	7	5	8	2	9
AT1G78800	2	0	1	0	4	1	0	1	1	1	0	0	2	1	2	1	3	0	1	2	0	0	1	0	0	5	2	4	1	1	2	8	1	2
AT1G78810	3	0	4	0	0	0	3	1	2	3	0	1	8	7	7	5	5	2	6	1	0	0	0	3	4	1	2	6	2	6	2	4	2	8
AT1G78830	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	7	0	7	0	4	0	1	0	6	0	10
AT1G78865	0	1	1	1	0	0	2	1	0	1	1	2	2	3	2	4	1	2	1	0	0	0	1	1	3	1	1	2	2	2	6	1	4	2
AT1G78882	1	0	4	1	4	0	7	4	10	3	18	2	42	8	26	6	28	5	32	4	5	7	7	9	9	11	14	23	7	26	6	36	13	30
AT1G78890	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1
AT1G78900	16	8	17	10	17	8	55	25	72	27	51	29	64	23	47	15	48	13	50	17	12	40	22	54	22	56	29	74	17	62	27	59	18	57
AT1G78920	20	10	23	7	29	5	47	29	45	33	59	24	66	19	47	20	57	24	50	8	14	41	24	59	19	43	12	57	19	47	12	52	15	46
AT1G79000	6	7	4	2	9	13	24	9	31	12	43	17	91	34	52	19	55	28	56	20	15	29	22	28	20	35	26	61	23	71	32	71	22	62
AT1G79060	20	13	15	5	16	4	14	25	35	36	37	24	17	13	13	13	12	13	12	10	8	54	15	45	20	65	11	35	3	29	7	25	6	33
AT1G79080	15	4	10	11	18	6	91	37	116	47	91	37	130	34	82	34	80	34	98	24	28	55	45	79	47	65	64	99	55	104	42	97	44	104
AT1G79090	2	1	1	3	3	0	5	3	6	5	11	3	15	4	13	2	8	6	11	4	2	5	2	6	3	7	5	29	3	22	7	32	5	15
AT1G79110	6	1	3	2	3	1	46	32	66	27	70	36	24	5	25	13	19	3	21	6	35	61	40	65	42	70	11	26	7	17	9	16	13	15
AT1G79150	2	0	1	0	0	1	7	3	5	3	4	5	14	13	7	3	6	6	8	7	1	4	1	6	1	7	2	16	5	9	10	14	6	17
AT1G79160	1	0	1	1	1	0	4	2	2	2	7	2	6	0	13	0	8	3	7	0	0	3	2	4	4	2	2	16	2	10	3	6	2	5
AT1G79190	0	1	0	1	0	1	3	0	0	0	0	2	6	0	3	1	0	0	4	3	0	1	2	2	1	2	2	2	1	2	0	3	2	6
AT1G79230	25	8	14	6	16	16	107	53	114	53	140	62	179	87	143	64	174	72	148	64	32	79	30	90	45	111	72	257	73	198	78	219	58	249
AT1G79280	5	2	8	7	8	2	43	43	85	42	76	49	220	88	159	76	194	82	165	87	28	64	40	80	20	78	112	339	95	335	104	358	100	405
AT1G79340	10	7	13	8	12	2	157	37	189	43	223	59	457	46	359	51	350	66	366	62	61	83	46	107	60	115	119	440	131	340	114	361	104	347
AT1G79350	8	0	7	6	8	4	36	14	45	20	27	15	52	15	42	17	37	14	44	12	10	22	17	28	12	27	12	68	20	55	26	56	13	58
AT1G79380	3	0	2	2	3	1	43	9	58	20	54	16	35	20	25	9	18	8	20	7	20	30	25	41	10	52	8	35	4	28	9	18	8	33
AT1G79390	1	2	0	2	1	4	7	8	14	6	9	5	29	14	20	8	27	5	26	8	2	10	6	8	9	22	22	36	16	31	8	26	19	37
AT1G79440	13	6	7	4	12	3	18	8	25	5	23	9	19	6	19	13	19	7	14	8	10	19	14	33	10	32	6	31	5	17	11	24	8	19
AT1G79460	3	1	5	2	1	1	2	4	6	5	7	4	18	10	21	7	13	3	13	7	3	7	2	7	3	5	13	13	7	17	15	21	14	17
AT1G79470	133	40	123	34	128	47	278	106	328	114	307	96	197	46	157	42	147	50	152	25	106	174	129	221	129	264	97	234	87	166	94	180	88	202
AT1G79500	1	0	2	0	0	0	2	4	2	6	4	1	8	10	6	3	8	8	6	15	2	3	2	5	3	6	4	9	5	9	2	23	6	17
AT1G79510	1	0	0	0	1	0	8	1	7	5	5	3	10	4	12	2	9	0	14	7	2	3	1	1	0	5	2	5	7	7	5	4	0	5
AT1G79520	1	0	0	5	0	2	2	1	6	2	5	5	17	2	19	2	7	2	22	0	0	4	0	6	0	12	0	15	0	11	0	11	0	13
AT1G79530	9	3	5	3	1	2	19	4	18	6	29	7	15	0	12	6	14	2	14	4	5	13	12	16	5	15	6	8	1	14	3	4	3	13
AT1G79540	1	0	2	0	0	0	4	1	2	0	3	1	5	2	8	3	3	2	2	1	1	1	1	0	0	5	0	7	4	10	2	2	1	5
AT1G79610	1	1	0	0	1	1	12	5	13	8	9	11	63	20	71	15	66	26	60	15	6	18	5	24	8	21	23	110	30	101	26	86	27	100
AT1G79730	10	10	16	8	9	4	49	12	59	25	55	16	87	26	74	29	58	25	63	27	26	44	28	52	24	52	27	89	30	67	18	55	31	67
AT1G79740	1	0	1	1	0	0	2	1	5	4	3	4	2	1	3	1	7	2	4	2	0	5	3	7	1	3	0	1	1	2	1	0	2	1
AT1G79750	5	2	6	1	1	0	6	3	5	6	7	7	3	3	4	2	5	4	9	1	2	5	2	5	3	6	2	6	0	1	2	3	1	6
AT1G79760	2	0	0	0	0	0	2	1	0	1	1	0	0	4	1	2	0	2	1	1	1	1	2	0	1	2	0	2	0	3	0	2	1	2
AT1G79840	1	0	2	0	3	0	388	6	438	5	434	10	613	4	511	3	509	1	508	1	4	192	2	232	9	241	7	457	7	340	5	360	8	385
AT1G79870	26	14	41	19	43	16	134	68	170	84	125	78	74	24	55	32	48	21	52	27	47	151	76	214	70	174	28	83	19	73	26	70	19	55
AT1G79880	0	1	1	0	0	0	1	1	6	0	5	1	2	2	1	2	3	1	2	0	0	2	0	4	2	1	0	0	2	5	3	5	3	4
AT1G79890	3	1	0	0	0	1	6	3	5	1	5	1	18	7	7	5	10	5	10	1	4	5	4	5	1	9	4	10	2	18	4	12	6	11
AT1G79915	1	0	2	0	1	0	2	3	7	3	8	1	14	4	9	5	11	0	14	4	1	1	1	2	2	0	0	2	1	2	1	1	3	0
AT1G79920	7	6	8	4	7	3	24	6	25	12	25	3	117	37	113	19	87	27	81	12	5	14	14	16	20	16	20	68	21	66	33	80	30	74
AT1G79930	32	7	23	10	29	11	27	9	38	15	32	10	58	23	50	13	56	14	47	13	11	30	15	42	12	36	20	65	22	48	19	46	20	64
AT1G79940	38	35	32	42	36	31	268	106	323	153	337	158	355	159	264	117	258	104	273	104	110	327	165	410	152	376	138	401	95	366	106	343	125	376
AT1G79950	30	17	27	9	20	8	223	77	296	108	290	118	204	73	172	55	182	75	173	58	110	188	167	192	170	208	110	230	80	192	90	173	101	176
AT1G79970	1	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	1	1	2	1	0	0	0	0	0	0	0	2	0	2	1	2	0	0
AT1G79990	2	2	7	0	3	1	5	3	6	2	5	5	18	12	18	8	22	9	14	10	3	6	3	15	5	11	12	35	5	38	10	27	5	23
AT1G80020	3	0	2	1	1	1	12	7	10	11	5	8	11	8	7	9	8	5	8	4	3	11	5	16	4	17	3	17	1	11	4	14	0	12
AT1G80030	2	0	2	0	1	3	12	5	10	4	9	7	10	10	12	5	9	1	5	2	2	1	3	8	4	8	5	11	6	16	6	8	5	20
AT1G80070	28	19	32	17	24	19	77	27	100	47	92	55	107	36	91	41	80	23	88	38	39	84	44	78	50	104	67	166	49	143	56	129	36	129
AT1G80110	14	4	18	7	19	6	14	4	19	5	16	7	13	9	13	7	14	7	18	8	18	17	18	19	25	24	19	17	18	17	19	26	19	23
AT1G80130	1	0	0	0	4	0	3	2	4	0	7	2	24	9	22	13	20	6	17	8	1	4	1	4	3	6	3	10	2	8	8	6	3	6
AT1G80150	2	0	0	0	0	1	7	3	7	4	4	1	20	0	7	5	17	1	6	3	1	1	2	4	1	1	11	7	9	11	6	15	8	10
AT1G80190	1	1	1	0	1	1	4	1	4	6	4	6	4	3	0	3	1	1	2	0	2	3	0	6	6	8	2	9	6	8	6	5	0	3
AT1G80200	1	0	1	0	1	0	2	2	7	2	7	2	6	2	3	1	5	0	3	1	1	4	4	1	2	0	3	0	2	3	2	2	3	2
AT1G80210	4	0	2	4	4	6	4	1	8	1	5	1	2	3	3	0	3	0	2	0	1	4	2	2	2	3	3	4	1	8	3	11	2	3
AT1G80245	1	2	0	3	0	0	9	0	9	6	9	3	13	3	10	4	11	9	13	2	6	5	6	5	9	9	1	11	0	8	3	11	3	8
AT1G80260	7	4	7	2	13	1	44	11	43	14	43	13	53	13	40	3	49	11	44	8	15	26	26	28	26	25	10	27	12	29	19	27	18	16
AT1G80270	0	1	1	0	0	1	5	0	4	1	5	2	2	3	1	3	0	1	1	1	1	3	1	6	3	7	2	7	1	1	2	6	1	4
AT1G80280	37	21	24	16	41	21	31	23	38	31	36	26	18	4	16	8	14	2	12	12	16	55	8	58	26	60	15	21	6	35	17	17	9	29
AT1G80290	2	1	5	0	4	2	14	6	23	8	23	1	29	7	14	2	19	8	25	4	2	11	9	14	15	8	20	35	11	36	11	37	18	44
AT1G80300	37	19	36	15	35	20	65	22	82	27	92	37	131	39	75	35	90	42	99	33	44	38	40	48	40	47	48	117	59	91	49	100	46	94
AT1G80330	9	14	9	7	13	10	73	50	100	76	73	46	129	81	118	76	129	62	95	55	50	89	47	126	38	116	52	154	31	89	36	79	28	85
AT1G80360	21	1	12	2	10	3	15	3	21	9	20	9	22	3	15	4	11	6	21	6	9	16	7	16	7	13	9	16	2	10	6	8	7	9
AT1G80410	7	1	4	4	7	2	15	11	17	11	10	12	20	5	15	5	18	9	30	10	5	15	15	11	10	11	16	23	8	15	8	15	8	17
AT1G80420	1	0	0	1	0	0	1	0	0	0	0	0	2	0	6	0	1	0	0	1	0	2	1	2	0	1	1	3	0	2	1	5	0	1
AT1G80450	2	1	4	0	1	1	12	1	16	5	29	5	3	0	10	1	4	0	3	1	7	11	8	16	8	18	6	7	1	0	0	3	1	1
AT1G80460	6	2	6	4	8	8	104	37	134	43	124	46	114	22	94	21	105	22	91	25	29	87	34	91	32	102	30	118	21	97	15	74	25	76
AT1G80480	8	0	15	2	11	2	69	24	75	28	76	24	89	16	68	16	67	15	53	7	35	33	30	38	21	30	32	47	28	52	32	70	24	59
AT1G80490	1	3	4	4	3	3	10	5	12	7	12	7	11	10	6	6	7	5	5	5	6	11	5	12	4	10	7	18	3	14	3	11	2	20
AT1G80510	2	1	3	0	0	1	8	1	5	0	8	0	11	1	9	0	3	0	7	0	2	1	1	1	1	1	0	8	0	13	1	3	1	9
AT1G80530	10	2	7	5	8	3	20	4	11	7	22	7	21	5	21	6	19	6	24	4	7	26	13	32	17	15	16	16	13	16	15	19	11	20
AT1G80540	14	12	13	14	16	6	120	38	149	64	140	68	206	71	163	40	175	60	153	39	69	135	78	188	73	174	69	187	48	143	40	146	77	136
AT1G80550	3	2	5	2	1	1	11	6	15	9	14	9	36	16	35	5	17	14	21	5	8	13	3	15	2	16	16	43	10	26	14	38	13	32
AT1G80600	6	1	10	2	6	2	19	12	39	22	28	16	28	15	29	12	22	13	25	6	12	16	12	24	8	35	16	27	13	30	9	19	7	15
AT1G80630	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
AT1G80640	8	12	9	5	10	9	26	31	51	29	44	38	26	27	25	21	25	16	17	18	23	25	19	41	18	43	19	56	11	54	17	51	19	48
AT1G80680	4	0	4	0	4	1	7	4	12	4	7	4	20	6	22	5	17	3	13	6	1	5	3	4	4	3	16	41	13	41	9	30	16	32
AT1G80690	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
AT1G80710	0	1	1	0	0	2	3	2	2	1	0	1	2	1	0	1	0	1	3	1	2	0	1	1	0	2	2	5	2	4	2	4	1	7
AT1G80770	3	1	5	1	5	0	29	11	37	13	34	20	30	3	17	3	21	6	14	4	7	12	13	21	18	17	6	13	1	18	4	13	6	9
AT1G80780	4	0	2	0	2	0	1	0	2	0	2	1	12	3	13	1	5	2	6	3	3	1	3	1	2	0	1	3	1	5	6	6	5	8
AT1G80790	3	2	5	3	1	2	34	24	56	32	51	31	139	43	104	30	93	26	103	29	29	56	29	83	23	64	57	146	50	132	47	134	55	142
AT1G80810	1	0	0	0	0	0	27	13	29	16	26	18	37	13	30	11	33	6	30	8	9	29	24	39	21	49	17	32	8	31	9	33	11	42
AT1G80850	1	2	0	1	0	4	7	2	4	3	0	3	2	2	1	0	5	6	2	1	0	2	2	3	2	4	2	4	1	7	0	7	1	5
AT1G80860	11	4	7	1	6	1	14	7	12	2	16	7	22	7	21	5	18	3	14	3	9	6	12	6	9	4	6	14	4	7	5	11	3	11
AT1G80870	1	0	1	0	0	0	13	14	18	17	25	14	49	34	34	22	30	17	34	13	12	15	6	15	6	9	21	86	31	85	31	80	33	85
AT1G80890	0	1	0	0	1	0	2	0	4	0	2	0	10	1	3	0	2	0	3	0	0	2	2	1	1	0	0	3	2	5	1	0	2	4
AT1G80900	3	6	2	11	2	9	13	11	14	13	19	10	44	23	31	27	29	18	31	12	11	34	12	45	20	43	17	60	13	53	13	60	17	65
AT1G80910	14	7	16	9	17	2	37	15	41	12	53	25	70	11	67	11	77	7	60	12	13	44	15	41	15	49	17	76	23	63	30	68	15	60
AT1G80920	2	0	1	0	0	0	3	0	2	3	3	1	7	5	4	1	8	2	6	1	1	3	1	4	0	1	6	14	8	18	7	22	5	20
AT1G80930	222	90	197	112	218	101	2780	1371	3569	1654	3452	1664	4321	1491	3607	1287	3575	1281	3470	1285	1433	3179	1939	3902	1901	4119	1455	3861	1190	3100	1163	3023	1236	3145
AT1G80940	16	5	18	3	11	3	96	36	119	69	147	68	301	104	207	68	232	77	192	75	38	91	45	156	56	122	66	165	63	150	67	159	71	165
AT1G80950	1	1	0	0	1	2	6	2	9	1	3	1	17	3	10	3	5	3	9	1	5	4	2	5	2	4	4	13	1	16	1	7	4	10
AT1G80960	4	2	6	0	8	0	58	9	55	7	57	11	152	7	116	6	115	1	110	6	9	24	22	34	16	27	18	49	27	44	21	38	27	51
AT1G80990	2	0	0	0	0	0	1	0	2	0	1	0	2	0	2	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT2G01070	6	0	8	1	3	1	27	9	35	15	54	16	50	21	33	15	38	8	31	10	9	20	12	17	15	29	11	47	9	58	16	59	17	56
AT2G01080	0	1	1	0	1	0	5	1	6	4	7	2	10	4	9	3	13	3	9	6	2	5	1	4	4	6	2	13	2	5	2	7	2	12
AT2G01090	4	0	3	0	3	1	18	0	20	0	32	0	26	0	22	0	28	1	26	0	8	2	20	1	18	0	9	0	6	0	10	0	8	0
AT2G01100	10	10	8	8	12	5	242	102	330	110	323	95	365	76	253	52	281	64	252	64	126	191	180	233	174	246	116	224	112	230	111	203	99	202
AT2G01110	6	0	9	2	3	0	38	3	43	8	34	8	37	8	25	5	22	4	24	3	9	12	11	13	15	11	18	21	9	17	9	12	14	20
AT2G01130	0	2	1	1	1	0	5	6	13	7	11	8	17	5	22	6	17	7	24	6	6	9	6	12	7	11	10	22	3	22	12	25	11	29
AT2G01140	2	0	0	1	0	0	3	1	4	0	4	2	5	4	4	2	5	5	7	6	0	1	3	3	0	1	3	11	5	9	4	12	2	9
AT2G01190	59	32	58	37	67	34	278	156	313	193	315	189	247	51	174	59	194	49	200	25	118	303	169	431	164	341	51	229	32	131	27	148	37	144
AT2G01210	1	5	3	6	3	4	4	8	2	9	3	9	7	4	8	8	5	6	7	2	1	4	0	7	2	4	12	10	4	11	6	9	2	15
AT2G01260	2	1	6	2	4	1	22	3	19	7	19	11	29	10	20	8	23	7	24	6	7	10	9	22	9	24	13	47	6	45	15	48	10	49
AT2G01270	3	2	5	1	2	2	16	5	13	11	19	11	14	8	13	6	7	7	16	7	3	17	11	23	11	23	8	32	5	19	3	20	3	22
AT2G01280	1	0	0	0	0	0	1	0	1	0	3	0	4	0	1	1	2	1	4	0	2	3	3	7	0	2	1	0	1	1	3	0	0	1
AT2G01290	3	7	6	6	6	9	52	48	64	61	68	62	43	30	34	28	32	26	33	30	30	57	28	102	27	83	26	89	17	60	20	53	21	75
AT2G01320	0	1	0	1	3	2	4	4	9	8	6	4	11	0	3	3	5	5	6	1	0	7	3	6	0	2	3	11	3	8	3	5	2	6
AT2G01400	1	0	3	0	6	0	3	2	7	2	2	4	9	12	1	2	3	3	1	7	2	6	2	7	1	9	0	8	1	4	1	3	0	11
