Gene	mat_SRR068962	pat_SRR068962	mat_SRR068963	pat_SRR068963	mat_SRR068964	pat_SRR068964	mat_SRR068968	pat_SRR068968	mat_SRR068969	pat_SRR068969	mat_SRR068970	pat_SRR068970	mat_SRR068971	pat_SRR068971	mat_SRR068972	pat_SRR068972	mat_SRR068973	pat_SRR068973	mat_SRR068974	pat_SRR068974	pat_SRR068984	mat_SRR068984	pat_SRR068985	mat_SRR068985	pat_SRR068986	mat_SRR068986	pat_SRR068987	mat_SRR068987	pat_SRR068988	mat_SRR068988	pat_SRR068989	mat_SRR068989	pat_SRR068990	mat_SRR068990
AT5G38450	5	1	4	0	5	2	4	0	7	2	3	3	0	0	1	0	1	0	3	3	6	2	3	4	1	8	0	6	0	5	2	2	0	2
AT5G38460	11	0	6	5	6	3	17	4	5	14	8	8	34	7	21	8	22	6	21	8	9	17	19	23	16	26	5	33	10	27	11	20	11	23
AT5G38470	62	19	75	18	69	25	288	95	393	140	385	145	556	86	439	61	421	60	399	76	137	236	165	272	192	296	176	352	171	329	196	339	189	383
AT5G38480	1	2	3	4	1	2	1	1	5	4	2	4	10	2	5	2	14	3	9	2	0	3	2	5	1	4	5	26	4	39	6	50	8	44
AT5G38510	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
AT5G38520	2	2	5	1	7	0	23	3	30	7	24	6	35	11	34	6	41	16	27	13	5	5	7	12	6	10	20	14	11	23	16	21	8	14
AT5G38560	25	7	16	13	19	15	445	118	533	148	483	148	404	102	417	95	423	99	375	113	177	349	268	415	227	438	134	287	56	135	75	152	67	151
AT5G38590	3	11	0	5	3	9	5	33	8	40	6	32	9	30	8	33	6	25	5	28	4	43	1	67	3	73	0	84	6	85	1	90	3	82
AT5G38600	6	10	7	12	9	10	119	85	99	119	130	124	136	48	116	34	131	55	110	35	72	170	77	202	95	193	42	120	37	127	50	131	52	135
AT5G38630	24	4	15	1	19	4	96	19	138	31	119	27	114	29	82	28	89	19	84	18	37	46	52	65	57	68	53	91	49	84	61	88	29	89
AT5G38640	10	4	16	7	15	10	15	14	42	5	31	9	36	16	44	19	30	10	37	14	9	24	13	25	23	35	11	50	14	54	14	45	16	39
AT5G38660	18	2	8	10	5	6	46	14	58	19	61	13	100	25	93	19	100	22	85	20	24	24	27	37	21	30	24	73	28	63	27	71	33	65
AT5G38700	2	2	4	3	1	0	333	85	415	105	404	84	106	29	67	21	83	20	76	20	129	146	162	183	159	176	136	110	120	83	117	122	125	103
AT5G38710	3	0	5	0	6	1	27	10	36	15	30	22	19	6	16	5	12	6	14	4	17	18	33	18	23	25	16	10	11	11	10	7	6	7
AT5G38730	0	1	0	2	0	1	1	2	4	2	2	3	3	2	6	0	3	0	5	1	1	2	1	5	1	6	2	9	2	8	0	14	4	10
AT5G38830	88	18	98	17	100	17	247	39	317	65	330	71	457	56	382	62	389	60	393	59	124	92	161	131	141	128	229	241	209	227	219	220	221	202
AT5G38840	45	11	34	8	27	9	211	84	283	95	265	81	622	122	491	90	492	122	450	90	92	171	104	203	114	184	263	443	273	423	285	438	274	453
AT5G38860	1	0	1	0	0	1	0	2	0	2	1	1	10	5	3	1	5	0	3	0	1	4	0	4	2	2	1	6	2	2	0	2	2	7
AT5G38870	0	1	0	1	0	0	5	0	0	1	3	4	3	1	6	3	2	2	1	9	2	4	5	7	6	7	1	5	0	1	0	2	1	7
AT5G38960	12	3	6	5	7	4	1	1	2	2	4	1	0	0	0	1	0	0	4	0	0	5	1	4	3	1	0	5	0	1	2	1	2	1
AT5G38980	2	0	0	0	0	0	4	0	4	2	6	1	1	1	2	0	0	0	1	0	0	0	0	3	0	0	3	1	1	1	3	0	5	1
AT5G39100	0	4	0	4	0	5	2	26	1	26	1	28	2	64	2	54	2	53	2	41	1	34	0	50	0	46	0	120	0	104	3	129	2	125
AT5G39220	1	0	0	0	1	0	10	0	11	0	9	0	33	3	30	2	24	4	34	1	0	11	0	13	2	12	2	106	2	94	0	92	2	96
AT5G39230	1	0	1	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G39250	1	2	1	1	2	2	11	3	20	3	11	7	38	17	34	17	23	6	22	11	4	12	6	17	9	15	11	49	11	57	16	62	20	57
AT5G39260	0	1	0	0	0	0	7	0	6	0	6	0	6	0	6	0	0	1	3	0	3	0	4	1	5	0	0	1	5	1	2	1	1	3
AT5G39320	1	2	4	0	4	2	3	0	6	3	6	1	10	1	4	2	5	1	5	1	1	6	1	7	0	8	5	7	3	8	1	11	2	13
AT5G39340	1	0	0	0	0	0	1	0	1	1	1	1	2	0	0	0	4	0	3	0	1	2	0	2	0	0	2	0	0	0	0	3	1	0
AT5G39360	4	0	2	1	4	0	27	10	25	6	37	7	67	7	42	4	41	6	40	3	8	14	12	30	17	19	29	47	31	55	39	39	28	40
AT5G39380	12	12	9	9	10	14	105	52	133	64	130	72	306	84	228	48	227	56	222	60	58	113	63	160	89	148	64	221	69	228	76	216	76	217
AT5G39410	15	5	10	4	8	3	24	15	42	6	49	12	74	33	49	26	51	13	51	15	12	23	23	27	22	23	40	57	33	39	31	48	49	62
AT5G39420	0	2	0	2	0	0	0	0	4	0	2	1	13	2	15	0	6	0	9	1	4	3	7	6	8	6	0	75	0	65	1	68	1	65
AT5G39440	1	0	1	0	2	0	10	1	9	3	3	2	2	2	1	0	0	0	1	0	0	0	2	0	4	1	3	2	2	5	1	5	3	2
AT5G39500	8	4	13	2	14	7	30	13	39	16	27	14	60	17	65	15	60	16	70	18	13	26	11	33	12	24	39	75	17	57	20	66	18	62
AT5G39510	13	5	17	3	13	7	88	24	109	29	74	27	140	26	98	17	99	21	96	21	35	53	39	66	32	67	34	110	49	149	38	139	35	114
AT5G39530	4	1	3	5	3	3	18	20	26	19	29	23	18	16	9	15	6	16	9	8	9	24	8	18	14	33	4	21	12	24	18	42	8	33
AT5G39560	2	3	3	3	1	6	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0	0	2	0	0	2
AT5G39600	2	0	2	0	2	2	9	6	12	5	19	13	14	13	19	12	17	6	16	9	2	16	9	19	6	20	7	27	8	27	10	34	12	37
AT5G39610	7	1	2	1	2	1	3	1	1	0	3	0	6	6	5	2	3	1	1	2	0	2	1	1	1	1	6	11	4	5	8	11	6	10
AT5G39660	3	1	2	0	2	1	0	1	3	4	1	1	13	3	15	1	13	2	24	4	0	1	0	3	0	2	1	11	1	3	3	5	4	7
AT5G39710	0	1	0	1	0	1	6	4	4	3	5	1	16	6	11	7	14	4	12	1	3	1	2	2	5	4	2	17	5	16	4	20	8	11
AT5G39730	10	4	5	0	11	3	116	29	136	20	164	29	256	37	237	16	198	15	227	27	51	64	61	82	69	74	51	207	53	215	67	266	41	219
AT5G39740	4	1	2	4	4	1	10	6	10	4	4	5	93	41	51	28	47	27	69	24	3	6	10	10	2	15	47	105	60	121	75	137	91	153
AT5G39770	0	2	0	1	0	0	0	10	1	7	0	6	0	15	0	13	0	12	2	9	1	16	0	23	0	21	0	33	0	26	2	28	1	26
AT5G39790	4	0	2	3	4	0	51	21	61	23	76	24	57	14	34	15	39	6	38	11	25	16	19	23	30	26	24	31	10	35	19	25	21	31
AT5G39820	1	0	0	0	0	1	1	4	1	2	2	0	4	1	6	0	4	0	5	1	0	1	0	1	1	0	2	3	1	3	1	1	0	2
AT5G39830	2	0	6	1	3	2	6	6	12	6	5	2	9	4	6	2	14	3	7	0	1	7	4	15	3	10	10	12	4	8	7	17	6	15
AT5G39840	3	0	3	0	4	0	7	2	8	4	13	2	9	3	7	9	17	2	7	3	4	4	9	4	2	3	10	15	10	13	13	18	6	11
AT5G39890	7	2	7	9	3	6	20	2	26	8	23	7	61	25	46	17	35	20	44	19	19	18	21	25	21	21	23	33	26	40	27	36	31	22
AT5G39940	1	1	6	1	3	3	11	9	14	8	22	6	27	17	14	6	29	1	20	5	5	16	4	16	8	13	11	29	10	25	8	26	8	25
AT5G39950	45	5	67	14	64	6	360	114	474	136	467	107	761	111	539	98	514	85	479	80	147	192	180	322	177	259	244	745	282	866	266	836	261	869
AT5G39960	3	2	7	1	2	0	20	9	29	6	26	6	28	7	35	13	19	5	19	8	8	14	11	19	11	20	8	17	6	17	8	20	5	18
AT5G39990	8	2	6	4	11	0	31	13	43	17	28	29	52	14	44	11	42	10	52	13	5	21	8	26	10	30	27	65	29	86	29	69	32	70
AT5G40030	3	2	5	4	5	1	28	5	31	14	31	7	16	21	18	11	21	8	12	11	9	15	17	17	17	17	32	35	30	44	26	25	24	35
AT5G40040	0	1	0	0	1	0	0	1	1	1	6	1	0	0	0	0	0	1	0	0	2	6	1	5	0	4	1	5	0	3	0	2	0	2
AT5G40150	1	0	2	0	0	1	0	0	1	1	3	3	2	1	0	1	1	2	0	2	0	1	0	2	0	1	0	3	0	0	0	1	0	0
AT5G40155	0	4	2	7	3	4	3	6	6	3	5	5	1	2	2	1	1	0	1	1	1	1	0	1	3	8	1	19	3	17	3	24	2	15
AT5G40190	3	1	2	1	0	1	13	4	19	8	14	8	35	9	22	7	22	7	25	8	8	11	15	14	8	15	10	36	19	44	6	49	10	33
AT5G40200	19	11	23	6	22	10	38	18	54	18	53	17	120	30	98	20	93	22	94	27	21	27	13	34	20	29	52	92	66	100	52	102	63	103
AT5G40250	1	0	2	0	1	0	2	0	3	0	4	0	11	4	11	2	7	8	7	2	0	0	0	0	1	5	4	23	4	18	3	19	2	25
AT5G40280	4	3	7	8	4	1	19	1	21	3	17	5	8	1	9	0	6	2	7	2	5	8	3	10	6	13	3	10	4	7	0	6	2	5
AT5G40300	3	2	2	2	1	0	5	2	3	2	6	0	35	7	21	4	31	6	32	3	4	7	3	5	8	8	7	15	9	21	10	15	7	15
AT5G40340	5	4	6	3	8	2	370	192	459	221	481	218	1061	379	776	313	841	278	811	264	158	436	207	523	226	558	416	1472	466	1434	391	1461	437	1419
AT5G40360	29	23	25	20	26	23	48	14	58	20	60	27	13	51	6	32	7	44	4	38	4	145	9	186	6	182	8	241	7	338	14	308	10	354
AT5G40370	9	13	5	9	8	11	51	59	61	83	58	87	68	83	56	60	54	68	46	41	27	108	22	168	24	144	11	195	10	201	20	208	20	216
AT5G40400	1	0	1	1	2	0	1	2	2	2	4	2	9	2	9	1	6	1	8	1	1	0	3	3	3	3	5	3	6	8	1	8	2	6
AT5G40405	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1
AT5G40420	8	4	3	2	7	3	127	87	148	100	179	101	450	291	359	256	361	229	297	237	78	188	80	217	90	237	164	371	120	307	167	290	156	318
AT5G40430	2	0	4	0	3	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	4	0	5	0	0	0	2	0	0
AT5G40450	1	0	1	0	0	0	28	0	38	0	35	1	199	2	168	2	141	2	118	1	0	17	0	27	0	22	2	481	0	463	0	497	1	532
AT5G40480	7	1	10	2	5	3	14	4	23	6	29	12	28	10	29	11	30	11	29	9	10	9	10	20	12	14	20	59	10	37	19	37	19	40
AT5G40490	19	11	17	11	25	13	219	106	302	161	284	131	179	72	147	60	142	60	143	65	173	303	230	421	236	401	40	276	44	152	53	187	34	191
AT5G40500	0	1	3	2	0	2	0	0	2	0	2	0	2	1	3	5	0	1	0	1	0	2	1	1	0	3	0	3	0	3	0	4	0	1
AT5G40520	1	0	1	0	0	2	17	3	23	9	21	3	34	7	22	14	24	8	23	5	3	14	10	14	8	20	4	30	9	30	4	38	5	38
AT5G40550	3	2	6	2	9	3	23	7	30	10	37	11	61	11	28	6	43	13	45	12	11	12	10	35	13	23	31	34	19	44	26	51	31	53
AT5G40570	6	2	7	1	10	1	38	19	41	25	40	19	27	10	20	14	17	6	21	5	15	30	16	24	24	31	15	49	9	48	11	44	10	48
AT5G40580	2	1	1	0	2	0	5	7	14	4	11	3	14	7	11	5	12	1	14	5	5	11	2	8	6	7	11	36	11	22	7	23	7	23
AT5G40600	1	0	0	0	0	0	3	5	9	13	7	9	8	4	8	2	9	1	8	4	5	4	1	2	3	7	5	4	1	6	6	3	6	4
AT5G40610	42	9	44	11	36	13	139	39	175	55	169	53	204	64	134	61	134	54	111	51	74	84	102	104	85	96	116	143	113	124	118	137	123	120
AT5G40640	3	0	5	1	1	1	0	0	0	0	1	0	4	2	6	1	10	4	6	0	0	0	1	0	1	2	7	7	3	12	5	3	7	4
AT5G40650	0	1	0	0	0	1	1	0	0	2	2	0	0	0	2	2	4	0	1	0	0	0	0	0	1	3	1	0	0	3	0	1	0	1
AT5G40660	3	1	0	3	1	1	7	5	10	8	11	3	13	2	10	1	12	1	9	3	1	7	4	10	3	14	3	14	6	13	1	12	3	8
AT5G40670	16	15	29	14	14	6	64	30	95	39	103	37	128	43	84	28	85	22	79	26	35	37	42	66	41	53	54	109	46	115	45	110	71	132
AT5G40700	11	22	9	28	20	30	39	59	35	87	40	111	60	93	48	66	35	56	43	63	19	119	21	151	30	159	33	213	31	257	41	226	33	212
AT5G40710	19	6	14	2	10	6	5	4	14	4	9	4	34	3	11	1	19	10	26	2	5	13	8	18	6	14	5	21	11	24	11	29	14	19
AT5G40720	1	2	0	0	1	1	2	1	1	0	1	0	3	0	1	0	2	1	1	0	2	2	0	1	0	3	1	4	0	2	1	1	1	2
AT5G40730	31	15	25	18	28	13	39	17	56	27	46	19	2	2	2	2	0	2	1	4	31	44	32	58	28	52	6	5	0	7	2	6	0	3
AT5G40760	3	4	1	1	4	4	51	15	56	19	63	20	66	30	64	25	57	14	48	24	15	47	19	58	21	49	37	90	16	79	21	98	26	124
AT5G40810	33	17	30	21	33	22	139	39	177	38	160	48	119	27	103	23	101	31	92	26	64	65	69	87	64	70	57	103	50	86	29	72	45	92
AT5G40820	10	3	6	2	14	3	17	8	23	9	21	15	23	14	20	7	27	9	23	10	8	10	5	13	6	14	14	24	8	15	6	21	8	29
AT5G40830	7	4	8	1	13	1	25	4	34	12	38	5	65	24	42	17	39	19	41	19	9	27	13	38	15	44	16	71	8	56	6	61	11	57
AT5G40840	3	1	3	4	5	6	5	4	10	6	13	9	15	9	8	13	11	8	6	9	6	10	6	15	5	14	18	26	12	29	14	31	14	25
AT5G40850	4	2	1	1	2	1	6	1	9	1	7	2	7	1	5	3	12	1	5	0	0	4	3	6	3	3	4	12	6	11	4	12	7	5
AT5G40870	41	11	47	14	43	10	48	15	70	23	48	16	117	39	79	24	82	25	86	20	16	29	22	38	25	44	38	91	34	99	33	98	44	93
AT5G40880	2	0	2	0	0	1	1	0	3	2	3	0	11	1	15	2	2	1	7	2	0	2	1	1	0	2	6	6	4	7	3	6	3	8
AT5G40930	9	5	11	2	12	3	93	15	107	19	118	16	100	4	57	4	62	5	58	10	52	36	70	42	64	44	24	62	34	44	38	64	27	48
AT5G40950	12	0	8	0	4	0	83	10	97	11	146	9	83	7	74	2	62	5	57	8	35	13	42	21	49	14	61	10	63	24	78	11	54	16
AT5G40960	2	1	0	2	2	0	15	6	22	5	22	7	41	18	35	6	42	17	34	10	4	22	5	15	5	20	7	47	2	42	14	51	19	52
AT5G40981	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	2	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0
AT5G41020	3	1	5	2	3	2	144	75	155	107	192	110	415	162	320	112	370	105	314	107	60	144	77	194	97	197	145	532	142	504	189	528	186	520
AT5G41060	1	0	0	1	0	0	1	1	1	1	1	1	3	2	1	0	3	1	2	3	0	1	0	0	2	1	1	2	1	2	3	1	3	0
AT5G41110	2	3	2	0	1	1	3	0	2	4	4	3	5	0	2	2	3	0	7	4	0	4	1	3	5	5	4	5	2	3	1	7	1	3
AT5G41130	5	3	6	0	8	2	9	3	16	2	18	1	13	5	11	1	8	4	10	6	9	6	7	12	8	13	6	9	7	15	5	12	5	14
AT5G41140	27	14	27	18	29	11	359	143	448	178	455	178	835	283	610	207	706	213	631	199	73	311	104	333	118	388	171	995	167	928	175	961	190	960
AT5G41150	16	4	7	2	10	2	35	14	41	26	51	21	98	33	77	16	64	15	62	21	20	37	26	55	34	59	36	75	30	53	42	63	30	71
AT5G41160	23	38	36	35	30	37	273	190	325	206	349	207	329	118	205	89	221	102	256	108	161	336	189	377	185	377	107	189	63	108	64	125	70	116
AT5G41170	2	0	3	2	4	1	2	2	0	1	5	2	12	4	8	1	7	0	6	1	4	3	3	5	0	2	4	4	4	11	3	14	2	5
AT5G41180	7	0	2	0	3	0	4	1	5	1	6	3	3	1	4	3	5	5	2	2	4	3	2	1	3	2	2	8	4	4	2	5	1	11
AT5G41190	84	42	93	28	104	33	391	184	471	233	439	213	407	169	359	134	334	158	320	134	212	382	237	436	243	465	171	505	157	416	146	429	152	477
AT5G41210	1	0	2	0	2	0	7	4	8	5	2	6	16	8	15	11	12	7	10	4	1	7	6	8	3	15	5	27	3	22	4	24	5	17
AT5G41250	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	11	0	17	0	13	0	17	0	21
AT5G41260	1	2	2	3	2	0	19	9	20	6	25	3	38	8	23	10	25	6	29	5	3	12	5	8	6	15	9	37	20	37	15	30	22	34
AT5G41270	5	1	2	2	3	1	7	4	12	6	10	9	25	7	27	2	23	2	13	2	4	12	3	13	2	11	2	7	3	7	3	12	2	9
AT5G41320	2	2	0	0	2	0	0	1	4	0	4	2	3	1	6	1	8	1	7	2	1	5	3	4	0	4	2	3	0	3	0	3	2	2
AT5G41350	12	2	10	4	13	1	53	16	85	12	53	19	47	11	45	14	44	12	36	10	27	40	32	53	29	61	10	31	20	42	15	32	17	31
AT5G41360	15	10	12	11	12	7	36	11	40	16	36	14	86	20	58	16	59	16	55	15	16	41	19	48	17	37	34	67	48	59	29	47	39	55
AT5G41370	12	7	16	4	12	7	110	37	144	53	142	45	134	27	102	22	99	18	89	9	37	85	71	98	50	122	45	89	31	68	39	65	45	77
AT5G41460	3	1	3	0	1	0	10	7	10	4	12	7	32	19	36	20	17	18	29	10	5	11	3	13	3	7	15	32	7	26	13	24	13	24
AT5G41471	5	3	10	5	4	10	12	14	14	7	14	9	9	9	8	12	8	11	5	7	3	8	2	8	2	7	2	12	0	12	1	14	2	11
AT5G41480	1	0	1	0	1	1	6	3	7	5	9	6	11	3	11	8	9	4	8	2	2	9	2	3	5	6	4	15	9	10	3	15	8	19
AT5G41520	6	2	1	1	3	2	6	3	21	2	11	4	87	16	56	7	63	11	51	9	2	7	4	4	5	7	62	56	71	84	69	77	69	111
AT5G41580	0	1	0	0	0	0	2	5	7	3	8	4	3	2	5	2	2	2	1	0	1	4	1	6	1	7	0	5	0	2	2	0	2	4
AT5G41600	5	2	5	0	3	0	38	5	48	3	45	9	114	23	76	17	76	12	73	16	15	7	11	10	23	11	44	59	55	66	40	71	58	63
AT5G41610	1	0	1	0	0	0	11	4	10	3	8	4	43	8	21	13	27	5	16	7	2	12	5	16	2	17	8	40	8	48	6	35	12	47
AT5G41620	2	1	0	0	0	1	14	0	17	2	11	2	10	5	9	3	10	4	9	2	3	5	12	8	4	6	2	7	5	12	2	14	4	9
AT5G41630	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	1
AT5G41670	3	3	4	0	2	2	11	12	15	13	10	14	8	1	6	3	9	8	7	4	6	23	7	32	3	29	8	12	5	6	2	4	5	8
AT5G41680	0	3	0	2	0	1	4	4	6	6	4	4	18	6	15	3	7	1	12	4	3	9	0	11	2	8	1	7	0	6	0	16	2	5
AT5G41720	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G41760	16	4	13	5	13	10	42	18	57	21	47	17	116	35	74	25	98	32	71	32	21	39	27	63	26	56	34	110	32	122	27	97	29	100
AT5G41770	84	44	93	29	98	55	329	137	400	193	425	189	636	264	490	213	509	227	440	215	116	283	164	375	168	392	325	834	292	802	297	843	304	884
AT5G41790	14	13	12	7	14	9	134	67	177	80	202	97	300	69	223	54	250	47	231	53	57	136	83	197	77	215	66	425	79	381	82	367	89	390
AT5G41820	0	1	3	3	0	1	0	0	0	0	0	1	3	0	2	0	1	1	0	1	0	2	2	1	1	3	1	1	0	5	1	0	1	1
AT5G41830	1	0	3	0	2	0	23	1	19	1	17	0	40	0	29	1	30	1	30	2	0	103	0	90	1	120	0	148	0	167	0	169	0	150
AT5G41860	3	2	0	1	1	0	0	1	1	0	1	1	8	0	8	1	3	2	2	1	3	2	3	5	3	4	2	1	0	0	0	3	0	0
AT5G41870	0	1	2	0	0	0	7	4	6	2	8	1	12	4	15	4	12	9	11	3	5	1	1	6	1	4	6	5	1	16	7	7	4	8
AT5G41950	3	0	1	1	1	1	10	2	12	2	12	1	30	12	25	11	25	5	27	7	3	1	4	10	4	4	16	44	17	57	26	51	25	58
AT5G41992	43	16	68	26	52	22	221	60	286	77	313	80	515	54	369	48	382	52	324	36	75	131	87	157	87	158	74	436	73	388	72	418	74	451
AT5G42000	5	5	3	3	1	0	2	6	8	7	9	16	5	1	2	4	6	2	5	1	4	12	3	10	3	9	4	8	3	10	2	12	3	11
AT5G42020	1	0	6	3	4	0	2	2	11	3	6	6	29	7	21	7	33	9	25	4	8	12	2	9	6	9	21	26	15	35	14	41	13	25
AT5G42050	3	2	3	2	2	0	29	6	25	4	21	11	77	33	66	13	70	16	64	18	7	24	15	21	13	17	14	92	16	72	24	78	17	76
AT5G42070	3	2	4	2	1	0	48	8	57	14	43	8	11	13	22	5	22	7	16	5	3	11	10	16	9	14	15	17	2	7	5	12	10	9
AT5G42090	29	8	32	15	30	11	166	51	190	76	192	63	263	68	211	60	208	61	212	44	67	144	104	180	70	182	80	334	81	263	90	279	94	299
AT5G42092	3	1	1	2	2	2	2	0	3	0	5	0	5	0	6	0	5	0	3	1	4	1	0	1	2	2	0	6	3	8	0	4	0	5
AT5G42100	4	10	6	8	4	20	11	20	12	23	16	12	11	45	11	25	9	31	6	35	1	30	12	49	5	63	5	79	8	71	4	58	2	82
AT5G42120	0	1	0	0	0	0	1	0	3	0	3	0	5	2	5	1	5	2	5	1	1	0	0	1	0	1	0	3	0	0	0	2	0	0
AT5G42140	1	0	4	2	1	1	21	7	33	12	20	12	48	21	34	14	45	14	35	10	15	11	18	15	8	11	6	43	13	24	16	28	11	30
AT5G42190	3	4	6	3	7	1	15	9	22	7	21	19	80	34	55	27	71	37	60	26	13	23	21	29	14	26	25	80	32	76	21	59	25	81
AT5G42220	3	2	1	3	2	2	17	5	29	8	21	6	31	9	17	5	21	12	20	4	14	22	14	32	11	29	5	31	4	14	4	18	4	15
AT5G42235	23	32	24	30	29	27	332	39	451	43	444	63	470	6	363	5	367	7	340	6	185	444	253	609	233	617	104	953	99	972	103	876	100	931
AT5G42240	15	11	13	9	14	7	32	17	40	25	27	23	30	10	22	12	19	5	21	8	13	40	8	53	11	46	23	100	21	98	18	108	26	91
AT5G42242	7	2	6	1	4	1	4	1	5	7	4	4	0	0	0	0	0	0	0	0	5	9	5	9	6	4	5	6	4	8	4	6	4	3
AT5G42270	11	10	8	10	5	7	40	22	36	24	56	31	97	51	65	39	60	33	66	30	23	28	23	42	27	39	47	117	42	111	47	104	44	122
AT5G42280	3	0	6	0	3	0	21	0	26	1	23	0	53	3	41	0	40	1	31	2	4	3	6	2	5	2	8	5	12	3	8	1	11	5
AT5G42310	1	0	0	0	0	0	5	4	11	5	8	3	18	3	17	1	10	3	10	3	4	5	3	4	3	2	3	3	2	6	1	2	1	5
AT5G42320	2	1	1	1	6	0	5	5	4	8	7	6	22	8	7	4	15	5	12	3	2	8	1	16	1	7	4	46	6	38	4	52	6	55
AT5G42330	16	13	21	10	20	12	41	57	45	74	57	64	35	22	28	19	19	11	18	11	21	85	36	91	27	89	13	58	21	63	29	56	27	63
AT5G42350	0	1	0	1	1	1	3	0	5	2	6	2	7	2	5	1	2	1	4	3	1	7	2	5	1	5	1	4	0	5	1	5	0	5
AT5G42360	3	2	3	1	2	1	1	0	5	1	3	1	11	3	9	2	12	0	9	3	3	2	2	4	2	1	1	9	2	6	2	7	1	3
AT5G42390	16	6	12	8	19	2	51	13	63	15	54	26	77	16	55	15	59	17	66	11	17	15	25	23	21	33	25	67	23	57	20	63	18	52
AT5G42400	3	1	5	1	2	3	22	7	25	14	34	10	83	28	58	30	54	17	58	17	10	24	16	33	13	34	26	76	18	70	25	79	22	77
AT5G42430	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1
AT5G42440	1	3	0	0	3	1	7	8	11	10	14	9	48	20	38	11	41	23	25	12	1	14	5	14	6	28	26	85	20	74	18	68	24	80
AT5G42470	5	6	9	3	7	4	11	19	24	25	26	24	30	24	19	16	18	14	19	9	4	75	9	68	9	75	11	68	5	46	5	62	10	43
AT5G42480	1	1	9	2	4	3	10	3	20	4	13	7	26	10	31	14	13	11	16	6	6	5	11	7	9	13	13	28	4	32	10	30	11	27
AT5G42520	3	3	6	5	12	1	100	26	114	37	116	41	107	37	76	28	84	24	68	36	42	70	59	93	51	92	44	105	40	71	35	82	28	89
AT5G42540	2	0	0	1	2	0	6	5	13	10	13	11	25	8	24	13	28	7	25	14	3	8	1	24	5	19	11	31	22	37	13	36	21	46
AT5G42560	36	23	31	26	30	20	139	79	190	116	209	117	256	76	178	52	181	52	186	49	87	189	127	255	108	237	59	187	48	207	62	210	57	214
AT5G42570	3	2	3	1	1	0	12	4	22	6	21	8	12	6	16	6	17	7	12	2	9	10	13	17	8	19	19	13	5	14	11	14	4	11
AT5G42650	2	0	0	0	0	0	34	6	47	4	51	3	259	5	186	4	180	13	181	5	3	16	5	14	3	21	32	171	26	155	53	168	32	179
AT5G42690	19	3	18	6	8	0	46	7	67	16	60	9	292	40	225	25	227	35	200	22	11	31	11	61	17	66	19	209	17	209	14	200	16	203
AT5G42700	2	1	0	0	0	1	4	7	6	10	13	7	6	8	12	7	13	9	3	4	5	7	7	6	2	8	8	28	5	28	5	30	7	24
AT5G42720	1	0	0	0	0	0	6	0	8	0	6	2	12	1	5	3	8	0	9	4	2	0	3	1	1	1	9	4	5	3	6	3	3	2
AT5G42770	2	0	1	1	0	1	7	0	7	6	9	5	12	13	11	8	14	4	13	14	7	4	1	10	4	10	6	18	12	16	10	18	10	12
AT5G42800	7	0	9	0	10	0	113	1	166	0	135	1	350	0	285	0	275	1	287	1	0	32	0	40	0	35	1	648	0	506	0	481	0	469
AT5G42810	5	1	8	4	4	2	39	17	48	16	50	11	159	53	134	57	104	35	115	48	10	26	14	38	23	32	46	166	59	186	55	188	37	203
AT5G42820	2	0	0	0	2	0	7	1	7	0	2	1	22	9	19	4	15	5	21	4	2	2	4	2	2	2	1	5	2	13	2	18	5	12
AT5G42870	15	21	20	15	21	15	92	35	114	47	111	52	287	77	194	54	174	51	172	68	38	99	39	122	41	115	70	259	64	244	74	272	82	252
AT5G42910	0	1	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
AT5G42920	18	18	23	12	19	16	59	39	77	45	67	42	121	55	102	46	98	50	84	54	24	75	41	91	32	124	48	197	50	149	49	185	52	185
AT5G42940	4	4	7	4	9	7	61	24	74	34	78	22	109	31	81	21	81	22	78	18	33	47	41	55	37	60	41	112	38	100	33	101	32	95
AT5G42950	4	1	4	0	2	0	4	2	5	9	4	4	10	12	9	3	14	6	15	2	2	9	0	13	3	9	7	41	10	24	5	39	2	38
